time,PM2_5,PM10_0,CO,NO2,SO2,PM1_0,PM2_5_cal,PM10_0_cal,CO_cal,NO2_cal,SO2_cal,PM1_0_cal
2021-10-10 13:00:00,16.8,17.5,-2.9881,-0.4277,0.0219,15.9,27.0,28.0,0.207,0.0,0.001,15.9
2021-10-10 14:00:00,15.1,15.6,-2.9069,-0.4277,0.0201,14.2,13.0,16.0,0.219,0.0,0.0,14.2
2021-10-10 15:00:00,14.9,15.4,-2.0713,-0.4277,0.0155,14.0,12.0,12.0,0.22,0.0,0.002,14.0
2021-10-10 16:00:00,12.6,14.6,-4.1139,-0.4456,1.8654,12.0,11.0,12.0,0.244,0.0,0.0,12.0
2021-10-10 17:00:00,12.7,14.7,-4.1139,-0.4445,1.8352,12.0,12.0,12.0,0.318,0.0,0.002,12.0
2021-10-10 18:00:00,13.0,13.4,-2.6168,-0.4556,0.0046,12.5,8.0,9.0,0.321,0.0,0.002,12.5
2021-10-10 19:00:00,13.4,14.1,-2.0133,-0.4277,0.0112,12.7,4.0,4.0,0.243,0.0,0.001,12.7
2021-10-10 20:00:00,13.8,14.4,-2.0017,-0.4277,0.0026,13.2,9.0,9.0,0.228,0.0,0.001,13.2
2021-10-10 21:00:00,13.8,14.4,-2.0365,-0.4277,0.0125,13.2,7.0,7.0,0.219,0.0,0.002,13.2
2021-10-10 22:00:00,14.5,15.1,-1.9205,-0.4277,0.016,13.6,11.0,12.0,0.264,0.0,0.001,13.6
2021-10-10 23:00:00,13.2,14.6,44.1066,-0.4556,0.0051,12.4,5.0,5.0,0.182,0.0,0.001,12.4
2021-10-11 00:00:00,14.8,15.7,-2.1177,-0.4277,0.0074,13.9,11.0,12.0,0.192,0.0,0.001,13.9
2021-10-11 01:00:00,13.1,15.2,44.0254,-0.4556,-0.0137,12.2,9.0,9.0,0.165,0.0,0.001,12.2
2021-10-11 02:00:00,14.3,15.6,44.037,-0.4556,-0.0035,13.2,14.0,15.0,0.161,0.0,0.001,13.2
2021-10-11 03:00:00,16.7,18.1,-219.3361,-0.4825,-0.0045,15.8,31.0,35.0,0.177,0.0,0.001,15.8
2021-10-11 04:00:00,14.9,16.4,-217.4096,-0.4813,-0.0071,14.1,19.0,21.0,0.162,0.0,0.0,14.1
2021-10-11 05:00:00,18.1,19.1,-2.141,-0.4277,0.0059,17.1,32.0,34.0,0.198,0.0,0.001,17.1
2021-10-11 06:00:00,12.9,13.8,-2.0365,-0.4277,0.0064,12.1,2.0,2.0,0.224,0.0,0.001,12.1
2021-10-11 07:00:00,13.4,15.3,-2.1061,100.4204,-0.0208,12.6,10.0,11.0,0.435,0.0,0.001,12.6
2021-10-11 08:00:00,13.6,14.6,1.6888,-0.4724,-0.0187,12.6,8.0,8.0,0.59,0.0,0.001,12.6
2021-10-11 09:00:00,14.7,15.4,0.7488,-0.4724,-0.0299,13.9,17.0,17.0,0.523,0.0,0.002,13.9
2021-10-11 10:00:00,12.6,15.0,-3.1158,-0.5148,0.0406,11.9,10.0,12.0,0.457,0.0,0.0,11.9
2021-10-11 11:00:00,12.5,13.3,-2.0945,-0.4992,0.5514,12.0,10.0,12.0,0.506,0.0,0.001,12.0
2021-10-11 12:00:00,12.9,15.3,-3.1042,-0.516,0.046,11.8,12.0,14.0,0.463,0.0,0.002,11.8
2021-10-11 13:00:00,13.3,16.0,-3.023,-0.5148,0.0394,12.3,13.0,15.0,0.499,0.0,0.002,12.3
2021-10-11 14:00:00,12.7,13.3,-1.8972,-0.4568,0.0343,12.2,14.0,15.0,0.537,0.0,0.001,12.2
2021-10-11 15:00:00,12.8,15.3,-3.0114,-0.5137,0.0513,11.7,12.0,13.0,0.469,0.0,0.001,11.7
2021-10-11 16:00:00,12.0,14.7,0.0409,-0.44,0.2309,11.3,9.0,9.0,0.44,0.0,0.001,11.3
2021-10-11 17:00:00,12.6,13.2,-1.5723,-0.4568,0.0485,12.1,11.0,14.0,0.66,0.0,0.002,12.1
2021-10-11 18:00:00,15.3,15.1,-0.9688,-0.5428,0.051,14.5,8.0,9.0,1.055,0.0,0.005,14.5
2021-10-11 19:00:00,12.1,13.2,-1.4911,-0.4981,0.5603,11.7,9.0,10.0,0.707,0.0,0.003,11.7
2021-10-11 20:00:00,11.9,13.2,-1.8276,-0.4992,0.5638,11.4,13.0,14.0,0.523,0.0,0.002,11.4
2021-10-11 21:00:00,15.3,17.3,44.1298,-0.4556,0.0363,14.6,17.0,17.0,0.423,0.0,0.002,14.6
2021-10-11 22:00:00,14.1,16.0,43.7004,-0.4556,0.0061,13.2,14.0,15.0,0.281,0.0,0.002,13.2
2021-10-11 23:00:00,11.2,13.6,-2.4659,-0.4981,0.5397,10.6,16.0,16.0,0.218,0.0,0.0,10.6
2021-10-12 00:00:00,14.7,16.3,-2.9765,-0.5037,-0.0086,13.9,18.0,20.0,0.146,0.0,0.002,13.9
2021-10-12 01:00:00,14.7,17.0,-2.0597,-0.4724,-0.0591,13.6,22.0,24.0,0.125,0.0,0.001,13.6
2021-10-12 02:00:00,16.6,19.4,-215.2046,-0.4825,0.0074,15.4,31.0,37.0,0.204,0.0,0.0,15.4
2021-10-12 03:00:00,17.8,20.2,-215.0653,-0.4825,0.0041,17.0,36.0,45.0,0.235,0.0,0.0,17.0
2021-10-12 04:00:00,17.6,19.7,-1.375,-0.4713,-0.0568,16.3,33.0,40.0,0.193,0.0,0.001,16.3
2021-10-12 05:00:00,17.6,20.1,-210.3999,-0.4825,0.0064,16.8,36.0,44.0,0.263,0.0,0.0,16.8
2021-10-12 06:00:00,13.2,15.7,-2.9765,100.4137,-0.0482,12.2,32.0,37.0,0.259,0.0,0.0,12.2
2021-10-12 07:00:00,12.8,15.4,-1.375,-0.4825,0.0072,11.6,32.0,40.0,0.446,0.0,0.0,11.6
2021-10-12 08:00:00,12.4,15.1,-1.1429,-0.4825,0.0173,11.6,25.0,26.0,0.488,0.0,0.001,11.6
2021-10-12 09:00:00,12.8,15.8,-2.1177,-0.4266,0.0523,11.5,15.0,16.0,0.304,0.0,0.002,11.5
2021-10-12 10:00:00,11.0,13.7,-0.4698,100.4215,0.0483,10.3,21.0,22.0,0.403,0.0,0.002,10.3
2021-10-12 11:00:00,12.0,15.2,-2.5471,-0.4266,0.0419,11.0,19.0,19.0,0.345,0.0,0.002,11.0
2021-10-12 12:00:00,11.8,16.9,-3.3827,-0.5148,0.0254,10.5,18.0,19.0,0.313,0.0,0.001,10.5
2021-10-12 13:00:00,10.9,14.3,-2.9417,-0.4568,0.0105,10.1,11.0,11.0,0.113,0.0,0.001,10.1
2021-10-12 14:00:00,11.0,14.6,-2.6632,-0.4568,0.016,10.2,14.0,14.0,0.192,0.0,0.001,10.2
2021-10-12 15:00:00,11.0,14.6,-2.5007,-0.4556,0.0475,10.2,10.0,12.0,0.283,0.0,0.002,10.2
2021-10-12 16:00:00,10.2,15.9,-2.5239,-0.497,1.0865,9.2,13.0,13.0,0.237,0.0,0.001,9.2
2021-10-12 17:00:00,11.8,15.1,-1.8044,-0.44,0.1236,10.8,19.0,21.0,0.511,0.0,0.001,10.8
2021-10-12 18:00:00,12.0,14.9,2.6985,-0.4825,0.2553,10.9,17.0,20.0,0.968,0.0,0.006,10.9
2021-10-12 19:00:00,13.6,17.4,42.4006,-0.4556,0.0467,12.6,36.0,41.0,0.359,0.0,0.001,12.6
2021-10-12 20:00:00,12.9,16.2,42.4238,-0.4556,0.0307,11.8,39.0,45.0,0.307,0.0,0.001,11.8
2021-10-12 21:00:00,13.0,16.5,0.006,-0.4724,-0.0332,12.0,19.0,20.0,0.371,0.0,0.001,12.0
2021-10-12 22:00:00,12.0,15.5,42.2381,-0.4556,0.0158,11.2,15.0,16.0,0.179,0.0,0.0,11.2
2021-10-12 23:00:00,11.9,15.2,-1.5723,-0.4724,-0.0502,10.8,15.0,16.0,0.171,0.0,0.001,10.8
2021-10-13 00:00:00,13.0,16.4,-2.3034,-0.4713,-0.0631,12.1,17.0,18.0,0.104,0.0,0.001,12.1
2021-10-13 01:00:00,9.9,13.3,-2.5704,-0.4981,0.5628,9.2,26.0,29.0,0.165,0.0,0.001,9.2
2021-10-13 02:00:00,14.8,17.7,-2.8605,-0.4277,0.0282,13.8,27.0,28.0,0.176,0.0,0.001,13.8
2021-10-13 03:00:00,13.9,16.8,-2.9649,-0.4288,0.0259,13.1,24.0,27.0,0.143,0.0,0.002,13.1
2021-10-13 04:00:00,11.0,14.7,-3.2899,-0.4266,0.0358,10.2,26.0,29.0,0.175,0.0,0.001,10.2
2021-10-13 05:00:00,10.4,13.2,-2.4427,-0.4981,0.5653,9.8,28.0,30.0,0.245,0.0,0.002,9.8
2021-10-13 06:00:00,15.3,18.1,-220.0672,-0.4825,0.011,13.9,32.0,38.0,0.273,0.0,0.0,13.9
2021-10-13 07:00:00,12.5,15.4,-223.4212,-0.4836,0.0168,11.4,16.0,17.0,0.294,0.0,0.001,11.4
2021-10-13 08:00:00,12.5,15.6,-229.6417,-0.4825,0.0549,11.4,14.0,15.0,0.614,0.0,0.002,11.4
2021-10-13 09:00:00,12.9,15.4,-2.4659,-0.5417,-0.0015,12.2,5.0,6.0,0.324,0.0,0.001,12.2
2021-10-13 10:00:00,11.1,14.1,-2.2686,100.4081,0.0036,10.1,23.0,25.0,0.378,0.0,0.002,10.1
2021-10-13 11:00:00,13.7,16.1,-2.0945,-0.5417,0.0236,12.7,31.0,35.0,0.48,0.0,0.001,12.7
2021-10-13 12:00:00,11.0,14.4,-2.756,-0.5037,0.0485,10.0,8.0,8.0,0.323,0.0,0.002,10.0
2021-10-13 13:00:00,10.9,13.4,-2.8025,-0.4568,0.0211,10.2,8.0,9.0,0.286,0.0,0.002,10.2
2021-10-13 14:00:00,12.6,15.0,-2.4079,-0.5048,0.0597,11.8,14.0,17.0,0.556,0.0,0.001,11.8
2021-10-13 15:00:00,11.7,15.0,1.8861,-0.4411,0.2647,10.7,33.0,38.0,0.57,0.0,0.001,10.7
2021-10-13 16:00:00,20.6,21.4,-1.7812,-0.5405,0.034,19.5,33.0,38.0,0.667,0.0,0.002,19.5
2021-10-13 17:00:00,14.9,17.1,44.2923,-0.4556,0.0942,13.7,23.0,24.0,0.674,0.0,0.002,13.7
2021-10-13 18:00:00,22.2,22.5,-0.3885,-0.5417,0.1033,21.5,36.0,45.0,1.268,0.0,0.008,21.5
2021-10-13 19:00:00,17.6,17.7,-2.1177,-0.5417,0.0153,16.8,22.0,23.0,0.483,0.0,0.001,16.8
2021-10-13 20:00:00,13.6,15.6,-0.1332,-0.4724,-0.0202,12.7,24.0,26.0,0.325,0.0,0.002,12.7
2021-10-13 21:00:00,14.4,16.0,-2.8141,-0.4277,0.029,13.6,20.0,23.0,0.193,0.0,0.0,13.6
2021-10-13 22:00:00,14.6,16.4,-2.8721,-0.4288,0.031,13.9,18.0,21.0,0.158,0.0,0.0,13.9
2021-10-13 23:00:00,13.1,15.4,1.8397,-0.4813,0.1076,12.3,25.0,27.0,0.065,0.0,0.001,12.3
2021-10-14 00:00:00,11.1,14.6,-1.0152,-0.4266,0.0472,10.4,26.0,26.0,0.037,0.0,0.0,10.4
2021-10-14 01:00:00,11.2,14.6,-0.8295,-0.4266,0.0665,10.4,23.0,24.0,0.026,0.0,0.002,10.4
2021-10-14 02:00:00,12.4,14.7,2.0254,-0.4825,0.0774,11.5,8.0,8.0,0.044,0.0,0.0,11.5
2021-10-14 03:00:00,11.2,14.5,-0.5046,-0.4266,0.0627,10.4,6.0,6.0,0.039,0.0,0.0,10.4
2021-10-14 04:00:00,11.2,14.5,-0.3073,-0.4266,0.0477,10.4,10.0,10.0,0.052,0.0,0.002,10.4
2021-10-14 05:00:00,16.2,17.8,-207.9164,-0.4825,-0.0012,15.0,27.0,29.0,0.092,0.0,0.002,15.0
2021-10-14 06:00:00,13.2,15.0,-209.0421,-0.4825,-0.0002,12.3,12.0,13.0,0.158,0.0,0.0,12.3
2021-10-14 07:00:00,13.1,15.0,-210.9454,-0.4825,0.0084,12.1,14.0,14.0,0.286,0.0,0.001,12.1
2021-10-14 08:00:00,13.1,15.6,-216.957,-0.4825,0.0419,12.1,12.0,12.0,0.645,0.0,0.002,12.1
2021-10-14 09:00:00,11.1,13.6,-1.8972,100.4182,-0.006,10.4,7.0,8.0,0.408,0.0,0.0,10.4
2021-10-14 10:00:00,11.6,14.1,-222.957,-0.4825,0.0097,10.7,4.0,4.0,0.284,0.0,0.001,10.7
2021-10-14 11:00:00,10.1,14.1,-3.58,-0.5137,0.0244,9.0,4.0,4.0,0.259,0.0,0.001,9.0
2021-10-14 12:00:00,10.6,14.3,-3.6032,-0.5148,0.0229,9.6,5.0,6.0,0.283,0.0,0.002,9.6
2021-10-14 13:00:00,11.1,14.4,-3.7309,-0.5148,0.0122,10.1,5.0,5.0,0.208,0.0,0.0,10.1
2021-10-14 14:00:00,11.6,13.8,-1.0384,-0.4735,-0.0342,10.8,8.0,8.0,0.28,0.0,0.001,10.8
2021-10-14 15:00:00,12.7,14.2,-2.5123,-0.4288,0.0406,12.1,10.0,10.0,0.329,0.0,0.002,12.1
2021-10-14 16:00:00,12.2,14.4,-1.3286,-0.4713,-0.0431,11.5,10.0,11.0,0.246,0.0,0.0,11.5
2021-10-14 17:00:00,11.4,14.5,0.8184,-0.4411,0.2132,10.3,8.0,8.0,0.361,0.0,0.002,10.3
2021-10-14 18:00:00,13.7,14.7,-1.2822,-0.4277,0.0444,12.9,11.0,13.0,0.662,0.0,0.003,12.9
2021-10-14 19:00:00,26.7,32.2,2.1763,-0.44,0.2495,24.1,14.0,15.0,0.319,0.0,0.002,24.1
2021-10-14 20:00:00,14.4,15.5,-2.9185,-0.4277,0.0264,13.7,14.0,15.0,0.225,0.0,0.0,13.7
2021-10-14 21:00:00,13.6,14.3,-2.0133,-0.4277,0.0089,12.7,10.0,11.0,0.209,0.0,0.001,12.7
2021-10-14 22:00:00,14.6,15.6,-2.0017,-0.4277,0.0074,13.9,13.0,14.0,0.222,0.0,0.0,13.9
2021-10-14 23:00:00,11.2,14.5,-1.5491,-0.4266,0.0531,10.4,19.0,22.0,0.32,0.0,0.0,10.4
2021-10-15 00:00:00,11.1,14.4,-1.6999,-0.4266,0.0465,10.4,26.0,30.0,0.329,0.0,0.0,10.4
2021-10-15 01:00:00,15.3,15.8,-3.0578,-0.5048,0.0018,14.6,20.0,21.0,0.157,0.0,0.0,14.6
2021-10-15 02:00:00,12.1,13.9,-2.315,-0.4277,-0.0071,11.3,5.0,5.0,0.062,0.0,0.001,11.3
2021-10-15 03:00:00,12.8,13.3,-3.2319,-0.5037,0.0082,12.1,7.0,8.0,0.073,0.0,0.0,12.1
2021-10-15 04:00:00,12.0,12.5,-3.2783,-0.4568,-0.0124,11.6,7.0,7.0,0.076,0.0,0.002,11.6
2021-10-15 05:00:00,14.6,14.6,-2.9649,-0.5417,-0.0299,14.1,8.0,9.0,0.122,0.0,0.001,14.1
2021-10-15 06:00:00,13.2,13.3,-2.8489,-0.5428,-0.022,12.4,1.0,1.0,0.172,0.0,0.001,12.4
2021-10-15 07:00:00,14.6,14.6,-2.4775,-0.5428,0.0016,14.1,8.0,8.0,0.369,0.0,0.002,14.1
2021-10-15 08:00:00,14.6,14.6,-1.5491,-0.5428,0.0419,14.1,9.0,9.0,0.804,0.0,0.002,14.1
2021-10-15 09:00:00,15.3,15.1,-1.6999,-0.5417,0.0376,14.6,10.0,10.0,0.702,0.0,0.003,14.6
2021-10-15 10:00:00,14.4,15.5,-2.199,-0.5428,0.0087,13.6,10.0,10.0,0.498,0.0,0.001,13.6
2021-10-15 11:00:00,13.2,14.7,44.1066,-0.4556,0.0647,12.6,13.0,13.0,0.581,0.0,0.001,12.6
2021-10-15 12:00:00,13.6,15.3,-1.5723,-0.4277,0.0318,12.7,11.0,10.0,0.428,0.0,0.002,12.7
2021-10-15 13:00:00,13.4,14.3,-1.8044,-0.4277,0.0315,12.4,8.0,8.0,0.291,0.0,0.002,12.4
2021-10-15 14:00:00,13.3,14.2,-1.9553,-0.4277,0.016,12.7,7.0,7.0,0.275,0.0,0.0,12.7
2021-10-15 15:00:00,13.6,14.5,-2.315,-0.4288,0.0546,13.1,10.0,10.0,0.409,0.0,0.001,13.1
2021-10-15 16:00:00,13.1,14.6,-209.7036,-0.4813,0.0307,12.6,12.0,12.0,0.4,0.0,0.001,12.6
2021-10-15 18:00:00,11.2,14.3,-0.1448,-0.4266,0.1515,10.5,9.0,9.0,1.172,0.0,0.008,10.5
2021-10-15 18:00:00,11.2,14.3,-0.1448,-0.4266,0.1515,10.5,9.0,9.0,1.122,0.0,0.008,10.5
2021-10-15 18:00:00,13.4,14.1,-0.168,-0.4277,0.1274,12.8,9.0,9.0,1.172,0.0,0.008,12.8
2021-10-15 18:00:00,13.4,14.1,-0.168,-0.4277,0.1274,12.8,9.0,9.0,1.122,0.0,0.008,12.8
2021-10-15 19:00:00,11.1,14.2,0.0409,-0.4266,0.1426,10.4,7.0,8.0,0.601,0.0,0.003,10.4
2021-10-15 20:00:00,11.2,14.3,-1.1313,-0.4266,0.1089,10.5,7.0,7.0,0.247,0.0,0.001,10.5
2021-10-15 21:00:00,11.1,14.0,-1.433,-0.4411,0.1117,10.4,5.0,6.0,0.245,0.0,0.001,10.4
2021-10-15 22:00:00,11.5,13.4,-4.3344,-0.4445,0.7026,11.0,7.0,8.0,0.231,0.0,0.002,11.0
2021-10-15 23:00:00,12.1,12.6,-2.9417,-0.4568,0.0046,11.8,9.0,9.0,0.16,0.0,0.0,11.8
2021-10-16 00:00:00,13.4,13.9,-3.1158,-0.4288,0.0117,12.9,9.0,9.0,0.09,0.0,0.0,12.9
2021-10-16 01:00:00,12.3,12.6,-3.1738,-0.4568,-0.0068,11.9,9.0,9.0,0.087,0.0,0.001,11.9
2021-10-16 02:00:00,12.2,12.6,-3.2087,-0.4568,-0.0081,11.9,12.0,13.0,0.083,0.0,0.0,11.9
2021-10-16 20:00:00,12.6,13.6,-1.9205,-0.4266,0.0031,11.7,5.0,5.0,0.256,0.0,0.0,11.7
2021-10-16 20:00:00,12.6,13.6,-1.9205,-0.4266,0.0031,11.7,4.0,4.0,0.287,0.0,0.0,11.7
2021-10-16 20:00:00,11.6,12.4,-2.4543,-0.4992,0.5083,11.2,5.0,5.0,0.256,0.0,0.0,11.2
2021-10-16 20:00:00,11.6,12.4,-2.4543,-0.4992,0.5083,11.2,4.0,4.0,0.287,0.0,0.0,11.2
2021-10-16 21:00:00,10.9,13.2,-1.1429,-0.4836,0.0196,10.3,5.0,5.0,0.241,0.0,0.0,10.3
2021-10-16 22:00:00,10.8,13.2,-1.6187,-0.4836,-0.002,10.2,1.0,2.0,0.187,0.0,0.0,10.2
2021-10-16 23:00:00,10.8,13.2,-1.8392,-0.4836,-0.0154,10.2,0.0,0.0,0.157,0.0,0.0,10.2
2021-10-17 00:00:00,11.1,12.1,-3.0694,-0.4568,-0.0205,10.7,0.0,0.0,0.137,0.0,0.0,10.7
2021-10-17 01:00:00,11.1,13.1,-4.3228,-0.4445,0.7315,10.5,0.0,0.0,0.108,0.0,0.0,10.5
2021-10-17 02:00:00,11.0,13.1,-4.3344,-0.4456,0.7363,10.5,1.0,1.0,0.095,0.0,0.0,10.5
2021-10-17 11:00:00,10.7,13.9,0.0641,-0.4266,0.0576,10.0,4.0,4.0,0.32,0.0,0.002,10.0
2021-10-17 11:00:00,10.7,13.9,0.0641,-0.4266,0.0576,10.0,4.0,5.0,0.319,0.0,0.0,10.0
2021-10-17 11:00:00,9.5,12.7,-2.4427,-0.4981,0.5582,8.9,4.0,4.0,0.32,0.0,0.002,8.9
2021-10-17 11:00:00,9.5,12.7,-2.4427,-0.4981,0.5582,8.9,4.0,5.0,0.319,0.0,0.0,8.9
2021-10-17 12:00:00,10.6,13.8,-0.0752,-0.4266,0.096,9.9,7.0,7.0,0.383,0.0,0.0,9.9
2021-10-17 13:00:00,10.6,13.8,-0.5394,-0.4266,0.0909,9.9,7.0,8.0,0.368,0.0,0.0,9.9
2021-10-17 14:00:00,12.8,14.6,-2.5355,-0.5417,-0.0202,12.2,4.0,5.0,0.302,0.0,0.0,12.2
2021-10-17 15:00:00,12.8,14.6,-2.4543,-0.5417,-0.0202,12.2,7.0,7.0,0.333,0.0,0.0,12.2
2021-10-17 16:00:00,10.4,12.7,-1.7348,-0.4568,0.0526,9.9,9.0,9.0,0.676,0.0,0.001,9.9
2021-10-17 17:00:00,10.5,12.7,-1.6419,-0.4556,0.0546,9.9,16.0,17.0,0.695,0.0,0.002,9.9
2021-10-17 18:00:00,10.4,12.6,-1.6767,-0.4568,0.0543,9.8,25.0,27.0,0.705,0.0,0.001,9.8
2021-10-17 19:00:00,10.4,12.6,-1.8508,-0.4568,0.0508,9.9,25.0,28.0,0.596,0.0,0.001,9.9
2021-10-17 20:00:00,10.4,12.4,-2.5471,-0.4556,0.0203,9.9,19.0,20.0,0.323,0.0,0.001,9.9
2021-10-17 21:00:00,10.5,12.2,-2.5936,-0.4568,0.0089,10.0,12.0,14.0,0.312,0.0,0.001,10.0
2021-10-17 22:00:00,12.6,14.8,-2.6864,-0.4288,0.0328,11.6,11.0,10.0,0.269,0.0,0.0,11.6
2021-10-17 23:00:00,12.8,14.4,-2.8257,-0.4288,0.0206,12.0,15.0,15.0,0.208,0.0,0.001,12.0
2021-10-18 00:00:00,12.7,14.4,-3.023,-0.4288,0.0176,11.9,10.0,10.0,0.138,0.0,0.001,11.9
2021-10-18 01:00:00,12.3,14.1,-3.081,-0.4288,0.0122,11.4,11.0,12.0,0.11,0.0,0.0,11.4
2021-10-18 02:00:00,11.7,13.3,-3.139,-0.5037,0.0013,11.0,19.0,21.0,0.134,0.0,0.0,11.0
2021-10-18 03:00:00,11.0,12.6,-3.1506,-0.5037,0.0066,10.1,16.0,16.0,0.124,0.0,0.001,10.1
2021-10-18 04:00:00,12.4,14.5,41.948,-0.4556,-0.0017,11.5,10.0,10.0,0.103,0.0,0.0,11.5
2021-10-18 05:00:00,11.9,13.7,41.8435,-0.4556,-0.0104,11.3,11.0,12.0,0.117,0.0,0.0,11.3
2021-10-18 06:00:00,12.3,13.9,41.9596,-0.4556,-0.0035,11.8,10.0,12.0,0.178,0.0,0.0,11.8
2021-10-18 07:00:00,12.2,13.9,-2.9998,-0.5037,0.0064,11.1,10.0,11.0,0.26,0.0,0.0,11.1
2021-10-18 13:00:00,11.4,12.1,-2.7793,-0.4568,0.0059,11.0,10.0,11.0,0.307,0.0,0.0,11.0
2021-10-18 13:00:00,11.4,12.1,-2.7793,-0.4568,0.0059,11.0,9.0,10.0,0.267,0.0,0.0,11.0
2021-10-18 13:00:00,13.0,13.8,-1.874,-0.4277,0.0069,12.1,10.0,11.0,0.307,0.0,0.0,12.1
2021-10-18 13:00:00,13.0,13.8,-1.874,-0.4277,0.0069,12.1,9.0,10.0,0.267,0.0,0.0,12.1
2021-10-18 14:00:00,13.0,13.8,-2.6052,-0.4288,0.034,12.5,11.0,13.0,0.319,0.0,0.001,12.5
2021-10-18 15:00:00,11.5,12.0,-2.6284,-0.4568,-0.0002,11.1,8.0,9.0,0.306,0.0,0.001,11.1
2021-10-18 16:00:00,11.5,12.0,-2.3731,-0.4568,0.0214,11.2,9.0,9.0,0.443,0.0,0.001,11.2
2021-10-18 17:00:00,12.4,13.2,-1.4098,-0.4277,0.0391,11.8,5.0,7.0,0.52,0.0,0.001,11.8
2021-10-18 18:00:00,11.4,13.2,8.2691,-0.4724,0.0802,10.6,14.0,15.0,1.44,0.0,0.008,10.6
2021-10-18 19:00:00,13.7,15.2,6.6443,-0.4724,0.0483,12.5,17.0,18.0,1.142,0.0,0.005,12.5
2021-10-18 20:00:00,11.1,13.0,3.0699,-0.4724,0.0127,10.3,9.0,9.0,0.652,0.0,0.001,10.3
2021-10-18 21:00:00,11.2,13.0,-1.9901,-0.4992,0.5582,10.7,12.0,14.0,0.471,0.0,0.001,10.7
2021-10-18 22:00:00,13.5,15.2,43.0273,-0.4568,0.0462,12.7,15.0,17.0,0.394,0.0,0.001,12.7
2021-10-18 23:00:00,13.6,15.2,42.8416,-0.4568,0.0305,12.7,18.0,19.0,0.291,0.0,0.002,12.7
2021-10-19 00:00:00,14.0,15.8,42.83,-0.4556,0.0262,12.8,21.0,22.0,0.281,0.0,0.002,12.8
2021-10-19 01:00:00,14.4,16.2,42.8184,-0.4556,0.0371,13.7,26.0,28.0,0.238,0.0,0.001,13.7
2021-10-19 02:00:00,14.3,14.9,-2.8489,-0.5037,0.0361,13.5,37.0,44.0,0.295,0.0,0.001,13.5
2021-10-19 03:00:00,19.5,22.1,-2.2222,-0.4825,0.0137,18.5,39.0,49.0,0.276,0.0,0.002,18.5
2021-10-19 04:00:00,13.3,14.0,-2.9185,-0.5037,0.0422,12.7,33.0,37.0,0.229,0.0,0.001,12.7
2021-10-19 05:00:00,16.8,18.9,-2.2918,-0.4813,0.045,15.7,32.0,36.0,0.292,0.0,0.001,15.7
2021-10-19 06:00:00,14.8,17.0,-204.2607,-0.4825,0.0269,13.7,22.0,24.0,0.372,0.0,0.002,13.7
2021-10-19 07:00:00,16.6,18.4,-205.9667,-0.4825,0.0549,16.0,30.0,35.0,0.599,0.0,0.001,16.0
2021-10-19 08:00:00,16.3,17.4,-1.1429,-0.4277,0.1109,15.6,26.0,28.0,0.873,0.0,0.004,15.6
2021-10-19 09:00:00,14.9,16.3,-0.992,-0.4277,0.1259,13.8,17.0,18.0,0.931,0.0,0.001,13.8
2021-10-19 10:00:00,18.0,18.8,-1.1081,-0.5417,0.0932,17.3,28.0,30.0,0.917,0.0,0.002,17.3
2021-10-19 11:00:00,12.0,12.9,-1.5375,-0.4579,0.0797,11.6,41.0,51.0,0.747,0.0,0.002,11.6
2021-10-19 12:00:00,12.3,13.3,-1.5027,-0.4579,0.0899,11.8,47.0,59.0,0.663,0.0,0.001,11.8
2021-10-19 13:00:00,12.5,13.7,-2.1642,-0.4579,0.0713,12.0,38.0,45.0,0.328,0.0,0.001,12.0
2021-10-19 14:00:00,11.6,14.0,-2.0829,-0.4992,0.7914,11.0,39.0,48.0,0.322,0.0,0.0,11.0
2021-10-19 15:00:00,22.4,24.6,-2.0481,-0.5417,0.0614,21.3,41.0,48.0,0.449,0.0,0.002,21.3
2021-10-19 16:00:00,11.7,13.9,-1.2938,-0.4981,0.8317,11.0,42.0,50.0,0.702,0.0,0.002,11.0
2021-10-19 17:00:00,19.8,22.4,44.8261,-0.4556,0.1391,18.7,43.0,54.0,1.183,0.0,0.004,18.7
2021-10-19 18:00:00,22.6,25.1,46.8223,-0.4556,0.2601,21.7,53.0,66.0,1.87,0.0,0.008,21.7
2021-10-19 19:00:00,14.4,15.6,0.2614,-0.5037,0.2512,13.4,63.0,72.0,1.927,0.0,0.013,13.4
2021-10-19 20:00:00,14.0,15.2,-0.9804,-0.5048,0.186,13.0,69.0,75.0,1.302,0.0,0.006,13.0
2021-10-19 21:00:00,12.2,13.5,0.2382,-0.4992,0.8262,11.7,72.0,79.0,1.519,0.0,0.01,11.7
2021-10-19 22:00:00,31.8,34.5,4.625,-0.4825,0.3454,29.4,85.0,91.0,2.023,0.0,0.016,29.4
2021-10-19 23:00:00,31.0,33.4,3.6037,-0.4825,0.2835,28.8,82.0,89.0,1.435,0.0,0.007,28.8
2021-10-20 00:00:00,28.7,31.2,-2.2106,-0.5037,0.2094,27.4,93.0,99.0,1.742,0.0,0.006,27.4
2021-10-20 01:00:00,30.1,32.0,44.5476,-0.4568,0.1033,29.0,84.0,91.0,0.845,0.0,0.001,29.0
2021-10-20 02:00:00,36.6,38.8,-0.5974,-0.4813,0.0878,34.7,81.0,87.0,0.584,0.0,0.001,34.7
