time,PM2_5,PM10_0,CO,NO2,SO2,PM1_0,PM2_5_cal,PM10_0_cal,CO_cal,NO2_cal,SO2_cal,PM1_0_cal
2021-10-20 03:00:00,31.6,33.5,-231.5334,-0.4825,0.063,29.6,77.0,84.0,0.458,0.0,0.001,29.6
2021-10-20 04:00:00,30.5,32.5,-231.4406,-0.4813,0.047,28.3,71.0,78.0,0.356,0.0,0.001,28.3
2021-10-20 05:00:00,12.5,13.4,-1.9553,-0.4981,0.6851,12.0,71.0,78.0,0.401,0.0,0.001,12.0
2021-10-20 06:00:00,28.8,30.2,-1.6071,-0.4277,0.0929,26.7,73.0,81.0,0.595,0.0,0.001,26.7
2021-10-20 07:00:00,39.3,41.0,-0.8876,-0.4288,0.1383,36.8,112.0,122.0,0.926,0.0,0.002,36.8
2021-10-20 08:00:00,12.7,14.0,-0.8179,-0.4579,0.1482,12.2,86.0,94.0,1.163,0.0,0.006,12.2
2021-10-20 09:00:00,19.4,22.3,1.3175,-0.4735,0.017,18.0,48.0,61.0,0.491,0.0,0.002,18.0
2021-10-20 10:00:00,20.0,23.1,-0.2145,-0.4735,0.0003,18.3,42.0,53.0,0.25,0.0,0.001,18.3
2021-10-20 11:00:00,19.9,23.3,-1.0384,-0.4724,-0.0421,18.3,38.0,46.0,0.185,0.0,0.0,18.3
2021-10-20 12:00:00,20.7,24.0,-0.876,-0.4724,-0.0266,19.2,41.0,50.0,0.227,0.0,0.0,19.2
2021-10-20 13:00:00,17.7,20.4,-2.9998,-0.5048,0.1251,16.5,29.0,32.0,0.139,0.0,0.001,16.5
2021-10-20 14:00:00,12.8,18.2,-2.0829,-0.4847,0.1964,11.7,20.0,22.0,0.125,0.0,0.0,11.7
2021-10-20 15:00:00,14.9,18.0,-2.8837,-0.5048,0.0757,13.7,23.0,24.0,0.148,0.0,0.0,13.7
2021-10-20 16:00:00,14.1,17.4,-2.6632,-0.5048,0.1079,13.2,28.0,29.0,0.346,0.0,0.001,13.2
2021-10-20 17:00:00,15.0,17.5,-3.2087,-0.5048,0.0779,13.7,27.0,28.0,0.357,0.0,0.001,13.7
2021-10-20 18:00:00,17.5,20.6,43.8977,-0.4556,0.119,16.1,33.0,38.0,0.743,0.0,0.004,16.1
2021-10-20 19:00:00,20.5,22.5,-1.6651,-0.5428,0.0731,19.3,36.0,44.0,0.649,0.0,0.004,19.3
2021-10-20 20:00:00,20.7,22.2,-2.0481,-0.5428,0.0518,19.5,36.0,43.0,0.426,0.0,0.003,19.5
2021-10-20 21:00:00,20.8,22.0,-2.3963,-0.5428,0.0188,19.7,38.0,46.0,0.292,0.0,0.001,19.7
2021-10-20 22:00:00,21.6,23.6,43.6192,-0.4556,0.0551,20.7,46.0,58.0,0.387,0.0,0.001,20.7
2021-10-20 23:00:00,26.1,27.2,-2.2454,-0.5417,0.0363,25.1,49.0,63.0,0.345,0.0,0.001,25.1
2021-10-21 00:00:00,27.3,28.1,-2.4543,-0.5405,0.0143,26.2,50.0,63.0,0.255,0.0,0.002,26.2
2021-10-21 01:00:00,25.2,26.5,-2.7328,-0.4288,0.0386,23.4,55.0,69.0,0.218,0.0,0.001,23.4
2021-10-21 02:00:00,24.9,26.2,-2.7676,-0.4288,0.045,23.5,53.0,66.0,0.212,0.0,0.002,23.5
2021-10-21 03:00:00,26.0,27.4,-2.7909,-0.4277,0.0371,24.3,54.0,67.0,0.208,0.0,0.001,24.3
2021-10-21 04:00:00,25.0,26.1,-2.8837,-0.4277,0.0381,24.0,51.0,64.0,0.426,0.202,0.003,24.0
2021-10-21 05:00:00,24.7,26.0,-1.3982,-0.4735,-0.0357,22.9,51.0,66.0,0.267,0.0,0.004,22.9
2021-10-21 06:00:00,26.4,26.8,-2.3266,-0.5405,0.0274,25.5,50.0,63.0,0.374,0.0,0.002,25.5
2021-10-21 07:00:00,12.6,14.0,-2.315,-0.4579,0.0701,12.1,48.0,60.0,0.563,0.0,0.001,12.1
2021-10-21 08:00:00,20.6,23.2,-268.369,-0.4836,0.0952,19.5,41.0,49.0,0.758,0.0,0.003,19.5
2021-10-21 09:00:00,11.5,14.8,-254.0363,-0.478,0.0358,10.5,4.0,5.0,0.395,0.0,0.001,10.5
2021-10-21 10:00:00,11.7,14.2,-204.9918,-0.4813,0.0094,10.9,4.0,4.0,0.343,0.0,0.002,10.9
2021-10-21 11:00:00,11.7,13.4,-2.8721,-0.5037,0.0254,11.0,5.0,5.0,0.389,0.0,0.002,11.0
2021-10-21 12:00:00,11.7,14.2,-211.4444,-0.4825,-0.0033,10.9,8.0,8.0,0.375,0.0,0.003,10.9
2021-10-21 13:00:00,10.5,14.6,-2.4427,-0.4825,0.0437,9.4,1.0,1.0,0.297,0.0,0.0,9.4
2021-10-21 14:00:00,10.8,15.0,-2.257,-0.4825,0.0434,9.7,3.0,3.0,0.351,0.0,0.001,9.7
2021-10-21 15:00:00,9.9,12.8,-2.1758,-0.4981,0.6019,9.2,3.0,4.0,0.497,0.0,0.001,9.2
2021-10-21 16:00:00,10.9,13.9,42.3658,-0.4556,-0.0131,9.9,4.0,5.0,0.419,0.0,0.002,9.9
2021-10-21 17:00:00,9.9,12.7,-1.8624,-0.4981,0.6057,9.3,9.0,9.0,0.672,0.0,0.001,9.3
2021-10-21 18:00:00,11.1,14.5,0.9461,-0.4266,0.185,10.4,8.0,9.0,0.633,0.0,0.001,10.4
2021-10-21 19:00:00,13.8,16.6,42.8764,-0.4568,0.0414,12.6,19.0,19.0,0.668,0.0,0.002,12.6
2021-10-21 20:00:00,12.9,15.4,-2.3382,-0.4288,0.0429,11.9,15.0,17.0,0.439,0.0,0.002,11.9
2021-10-21 21:00:00,13.8,16.0,-2.4427,-0.4277,0.0427,12.7,18.0,20.0,0.409,0.0,0.001,12.7
2021-10-21 22:00:00,14.7,16.7,-2.5704,-0.4277,0.0343,13.7,23.0,25.0,0.352,0.0,0.001,13.7
2021-10-21 23:00:00,10.0,12.5,-2.5936,-0.4992,0.5384,9.5,10.0,10.0,0.231,0.0,0.001,9.5
2021-10-22 00:00:00,10.4,12.3,-2.8141,-0.4568,-0.0106,9.9,23.0,26.0,0.231,0.0,0.0,9.9
2021-10-22 01:00:00,12.0,14.3,-3.0694,-0.5037,0.0107,11.4,13.0,16.0,0.153,0.0,0.0,11.4
2021-10-22 02:00:00,10.2,13.0,-2.8025,-0.4981,0.5298,9.6,8.0,8.0,0.115,0.0,0.001,9.6
2021-10-22 03:00:00,11.6,14.1,-3.139,-0.5037,0.0008,10.7,14.0,16.0,0.138,0.0,0.001,10.7
2021-10-22 04:00:00,10.3,12.2,-3.0346,-0.4568,-0.0152,9.8,17.0,18.0,0.166,0.0,0.001,9.8
2021-10-22 05:00:00,11.2,13.5,-3.139,-0.5037,-0.0088,10.5,9.0,9.0,0.138,0.0,0.001,10.5
2021-10-22 06:00:00,10.7,13.4,-200.106,-0.4825,-0.0033,9.9,6.0,6.0,0.19,0.0,0.001,9.9
2021-10-22 07:00:00,11.0,13.5,-2.9185,-0.5037,0.0099,10.3,9.0,9.0,0.293,0.0,0.001,10.3
2021-10-22 08:00:00,9.6,12.3,-2.0365,-0.4981,0.5501,9.0,10.0,11.0,0.56,0.0,0.002,9.0
2021-10-22 09:00:00,9.4,12.2,-2.3963,-0.4981,0.5407,8.8,9.0,10.0,0.371,0.0,0.002,8.8
2021-10-22 10:00:00,10.8,14.8,-1.7232,-0.4825,0.0505,9.9,8.0,9.0,0.299,0.0,0.0,9.9
2021-10-22 11:00:00,9.2,12.4,-2.3963,-0.4992,0.5415,8.6,9.0,10.0,0.368,0.0,0.001,8.6
2021-10-22 12:00:00,11.6,14.4,-0.0868,-0.4724,-0.0659,10.5,10.0,12.0,0.297,0.0,0.0,10.5
2021-10-22 13:00:00,10.5,14.1,-1.9205,-0.4277,0.047,9.8,5.0,5.0,0.141,0.0,0.0,9.8
2021-10-22 14:00:00,10.4,14.0,-1.9669,-0.4277,-0.0038,9.6,6.0,6.0,0.266,0.0,0.0,9.6
2021-10-22 15:00:00,10.7,15.1,-1.9553,-0.4411,0.0947,9.4,11.0,11.0,0.25,0.0,0.0,9.4
2021-10-22 16:00:00,11.4,14.8,-205.5141,-0.4825,0.0165,10.4,14.0,15.0,0.452,0.0,0.001,10.4
2021-10-22 17:00:00,12.2,15.5,-1.6767,-0.4277,0.0691,11.3,22.0,23.0,0.649,0.0,0.001,11.3
2021-10-22 18:00:00,13.3,17.4,-0.2029,-0.4411,0.1066,12.2,32.0,40.0,0.706,0.0,0.001,12.2
2021-10-22 19:00:00,17.6,20.5,-2.3266,-0.5428,-0.001,16.6,35.0,41.0,0.512,0.0,0.001,16.6
2021-10-22 20:00:00,14.4,17.8,-2.5471,-0.4277,0.048,13.2,47.0,56.0,0.424,0.0,0.001,13.2
2021-10-22 21:00:00,17.7,21.0,-195.3361,-0.4825,0.0158,16.2,42.0,51.0,0.463,0.0,0.001,16.2
2021-10-22 22:00:00,15.4,18.5,-194.4309,-0.4825,0.0297,14.2,38.0,45.0,0.442,0.0,0.001,14.2
2021-10-22 23:00:00,10.8,13.7,-1.1661,-0.4735,0.1305,9.9,39.0,46.0,0.368,0.0,0.001,9.9
2021-10-23 00:00:00,10.4,13.3,-2.315,-0.4746,0.0817,9.4,34.0,41.0,0.243,0.0,0.001,9.4
2021-10-23 01:00:00,13.4,16.7,41.3213,-0.4556,-0.0096,12.6,27.0,28.0,0.102,0.0,0.001,12.6
2021-10-23 02:00:00,14.9,17.9,41.449,-0.4568,-0.0005,13.9,28.0,31.0,0.132,0.0,0.0,13.9
2021-10-23 03:00:00,12.9,15.9,-4.4852,-0.4445,0.1695,11.9,47.0,56.0,0.146,0.0,0.0,11.9
2021-10-23 04:00:00,10.7,13.6,-2.7676,-0.4769,0.1338,9.7,20.0,20.0,0.095,0.0,0.0,9.7
2021-10-23 05:00:00,14.6,18.6,3.0467,-0.507,0.0158,13.5,35.0,42.0,0.231,0.0,0.002,13.5
2021-10-23 06:00:00,10.4,13.6,-1.7116,-0.4836,0.0003,9.5,40.0,50.0,0.287,0.0,0.0,9.5
2021-10-23 07:00:00,14.7,19.4,-3.2319,-0.5148,0.0234,13.3,36.0,46.0,0.392,0.0,0.0,13.3
2021-10-23 08:00:00,11.4,14.3,-1.5839,-0.4769,0.2147,10.4,41.0,51.0,0.578,0.0,0.002,10.4
2021-10-23 09:00:00,21.0,24.2,-2.3034,-0.5417,-0.0139,19.8,34.0,41.0,0.403,0.0,0.0,19.8
2021-10-23 10:00:00,10.6,13.5,0.0757,-0.4758,0.2718,9.6,21.0,22.0,0.196,0.0,0.0,9.6
2021-10-23 11:00:00,10.8,14.3,-0.3421,-0.4825,0.1771,10.1,27.0,30.0,0.166,0.0,0.0,10.1
2021-10-23 12:00:00,8.5,13.4,-2.64,-0.4992,0.6909,7.7,26.0,27.0,0.168,0.0,0.0,7.7
2021-10-23 13:00:00,13.0,17.5,-3.0346,-0.4288,0.028,11.7,34.0,39.0,0.108,0.0,0.0,11.7
2021-10-23 14:00:00,12.7,17.4,-2.9881,-0.4288,0.0274,11.3,28.0,29.0,0.135,0.0,0.0,11.3
2021-10-23 15:00:00,13.9,18.6,-2.8953,-0.4288,0.0302,12.7,29.0,30.0,0.176,0.0,0.0,12.7
2021-10-23 16:00:00,15.2,20.0,-2.4427,-0.4277,0.0574,14.2,34.0,38.0,0.317,0.0,0.0,14.2
2021-10-23 17:00:00,11.3,14.3,-2.2918,-0.4769,0.1969,10.4,47.0,58.0,0.603,0.0,0.001,10.4
2021-10-23 18:00:00,20.5,24.7,-235.3864,-0.4813,0.0442,19.5,50.0,62.0,0.586,0.0,0.001,19.5
2021-10-23 19:00:00,21.0,24.9,1.9906,-0.4713,-0.0137,19.7,50.0,63.0,0.603,0.0,0.001,19.7
2021-10-23 20:00:00,22.1,25.8,-228.8874,-0.4825,0.1104,21.0,58.0,68.0,1.25,0.0,0.004,21.0
2021-10-23 21:00:00,24.4,27.9,-224.9415,-0.4825,0.1576,23.3,66.0,74.0,1.657,0.0,0.003,23.3
2021-10-23 22:00:00,29.4,33.5,43.1433,-0.4556,0.119,28.0,87.0,94.0,0.794,0.0,0.001,28.0
2021-10-23 23:00:00,11.6,14.3,1.1782,-0.4769,0.3408,10.7,48.0,63.0,0.438,0.0,0.002,10.7
2021-10-24 00:00:00,17.2,20.7,-1.3054,-0.4724,-0.0438,16.1,37.0,44.0,0.182,0.0,0.0,16.1
2021-10-24 01:00:00,17.1,20.6,-1.9669,-0.4724,-0.0555,15.6,37.0,44.0,0.113,0.0,0.0,15.6
2021-10-24 02:00:00,11.1,13.6,-2.4079,-0.4735,0.0797,10.2,54.0,67.0,0.249,0.0,0.002,10.2
2021-10-24 03:00:00,9.3,12.4,-2.5471,-0.4981,0.5719,8.7,101.0,110.0,0.182,0.0,0.0,8.7
2021-10-24 04:00:00,27.6,32.5,-3.7193,-0.5148,0.029,25.3,75.0,83.0,0.138,0.0,0.0,25.3
2021-10-24 05:00:00,10.3,14.0,-2.0133,-0.4825,0.1135,9.6,47.0,58.0,0.108,0.0,0.0,9.6
2021-10-24 06:00:00,10.3,14.0,-2.0945,-0.4825,0.1112,9.5,32.0,37.0,0.12,0.0,0.0,9.5
2021-10-24 07:00:00,15.0,19.6,-3.4756,-0.5148,0.0274,13.5,37.0,44.0,0.278,0.0,0.001,13.5
2021-10-24 08:00:00,26.8,29.5,-2.3731,-0.5417,-0.0185,25.9,42.0,54.0,0.377,0.0,0.001,25.9
2021-10-24 09:00:00,11.4,14.3,-1.3054,-0.4825,-0.0005,10.5,27.0,28.0,0.205,0.0,0.0,10.5
2021-10-24 10:00:00,10.9,14.2,-4.4969,-0.4456,0.1038,9.9,28.0,32.0,0.199,0.0,0.0,9.9
2021-10-24 11:00:00,14.0,18.0,-2.4891,-0.4288,0.034,12.6,33.0,37.0,0.256,0.0,0.0,12.6
2021-10-24 12:00:00,17.9,22.2,-2.7793,-0.5417,-0.0263,16.7,33.0,37.0,0.182,0.0,0.0,16.7
2021-10-24 13:00:00,14.6,19.5,-264.2258,-0.4825,0.0011,13.5,33.0,37.0,0.122,0.0,0.0,13.5
