,_id,device_id,latitude,longitude,type,SO2,CO,NO2,PM1_0,PM2_5,PM10_0,temperature,humidity,per_bat,free_sd,cnt_err_wifi,cnt_err_lte,cnt_err_sd,cnt_packet,time,AQI
514,61a1bcc2a515430fcc0ed5b8,fimi_6,21.00580353333333,105.84423403333334,fimi,-0.0098,-2.6284,-0.4579,8.6,9.7,14.1,28.4,50.6,84.57,15358944,1059,0,0,,2021-11-27 12:06:07,
515,618323fd20be12f18c941964,fimi_25,21.005788316666667,105.84428006666667,fimi,0.067,-2.9301,-0.5148,15.9,17.0,20.2,29.6,58.5,84.97,15345024,29877,2139,3757,,2021-11-04 07:06:07,
516,61b12c509d066a70994d9e89,fimi_14,21.005721283333333,105.84429428333333,fimi,-0.0317,-2.582,-0.5394,39.6,40.8,42.9,25.8,66.3,86.43,0,4,0,14,,2021-12-09 05:06:06,113.50000547500026
517,619d3ba1b9a79ea17d9570db,fimi_6,21.005787816666665,105.84429758333333,fimi,-0.0314,-3.2435,-0.4568,9.0,9.9,12.8,24.3,59.4,85.27,15365792,161,2,0,,2021-11-24 02:06:06,
518,619fecb1485fd76debf72dcd,fimi_30,21.005797516666668,105.84428826666665,fimi,0.1076,-1.1893,-0.4277,34.6,36.8,39.1,23.7,65.4,30.82,15324384,12495,62,0,,2021-11-26 03:06:06,
519,61a5952bfb44687a2ccdfdc5,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0094,-250.2645,-0.4825,17.1,18.4,23.0,28.1,49.2,81.2,15325888,49934,443,13219,,2021-11-30 10:06:06,
520,6186a7fb20be12f18c9e583d,fimi_6,21.005821799999996,105.84429286666666,fimi,0.0196,-2.8141,-0.4568,12.8,13.6,14.5,28.8,72.8,32.52,0,249,6,747,,2021-11-06 23:06:06,
521,618161fe20be12f18c91d865,fimi_19,21.01897098333333,105.82809591666667,fimi,0.0937,-0.4001,-0.4266,10.6,11.3,13.7,28.6,63.5,82.15,15432448,31950,3354,0,,2021-11-02 23:06:06,
522,616290e154811a287012461c,fimi_27,21.005694450000004,105.84380555000001,fimi,0.0201,-2.9069,-0.4277,14.2,15.1,15.6,27.3,73.8,31.6,15481728,88223,14191,0,,2021-10-10 14:06:06,
523,6197bd67c9630eb723d8c642,fimi_6,21.005694450000004,105.84380555000001,fimi,0.0079,-2.4427,-0.4568,13.0,13.5,14.4,26.0,71.6,84.01,15374144,775,10,0,,2021-11-19 22:06:06,
524,619c4c993e3e01b1ba809417,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0551,-3.963,-0.5048,9.9,10.8,15.9,25.8,45.8,33.37,15403296,48007,1439,0,,2021-11-23 09:06:06,
525,61aaa2e80facef692198c903,fimi_25,21.005809583333335,105.8442825,fimi,0.2043,-2.7676,-0.5137,7.1,8.4,14.4,21.6,40.1,85.98,15338496,9098,115,27213,,2021-12-04 06:06:07,
526,61abf4620facef69219c3c5f,fimi_14,21.005767033333335,105.84433038333333,fimi,0.0424,-1.5723,-0.5372,78.6,80.6,83.3,22.7,66.5,88.62,0,266,4,800,,2021-12-05 06:06:07,
527,61808f0120be12f18c8fadff,fimi_27,21.005780966666666,105.84429546666667,fimi,0.1939,0.8532,-0.4288,22.3,24.0,25.0,25.9,71.8,32.7,15435808,14968,200,0,,2021-11-02 08:06:06,
528,61ad9a85ebbcef4cfbd763f4,fimi_21,21.005694450000004,105.84380555000001,fimi,0.5171,-4.5085,-0.4456,7.9,8.9,14.1,27.6,45.6,70.0,15444064,28706,430,2443,,2021-12-06 12:06:06,37.083333333333336
529,61a41976fb44687a2cc60fe6,fimi_20,21.005790949999998,105.8442848,fimi,0.0571,-214.6243,-0.4825,39.5,41.6,44.6,25.4,61.7,83.73,15327264,43458,385,4726,,2021-11-29 07:06:06,
530,618218c220be12f18c93a19c,fimi_30,21.005810483333335,105.84427426666667,fimi,0.1419,-0.1448,-0.4277,14.9,16.0,18.0,30.1,66.0,84.15,15360448,11701,99,0,,2021-11-03 12:06:06,
531,6169609454811a2870278ad4,fimi_30,21.0058089,105.84430055,fimi,0.1274,-0.168,-0.4277,12.8,13.4,14.1,25.9,72.9,84.48,15396160,125,120,0,,2021-10-15 18:02:58,
532,617cfcf220be12f18c853f28,fimi_19,21.018998216666667,105.82801051666665,fimi,0.0302,-0.1796,-0.4266,10.3,10.9,14.0,29.4,60.2,81.33,15439392,12751,3270,0,,2021-10-30 15:06:06,
533,61809d1120be12f18c8fd3ac,fimi_30,21.00579303333333,105.84429118333334,fimi,0.1584,0.3426,-0.4277,13.1,14.3,16.1,27.3,67.5,81.87,15362720,5225,46,0,,2021-11-02 09:06:06,
534,616e6056e66c30339e56b16f,fimi_6,21.005830916666664,105.8443095,fimi,0.0713,-2.1642,-0.4579,12.0,12.5,13.7,28.3,71.3,39.9,15389760,79227,13313,0,,2021-10-19 13:06:06,
535,6181ee9120be12f18c93381a,fimi_2,21.005788866666663,105.84430491666666,fimi,0.0417,6.714,-0.4724,23.3,24.5,25.8,26.4,69.8,27.91,15359360,5466,68,0,,2021-11-03 09:06:06,
536,619a444c988f384fb48c444a,fimi_6,21.00579951666667,105.84428151666667,fimi,0.0561,-2.3382,-0.4568,12.5,13.3,15.0,29.5,67.8,84.15,15370272,154,1,0,,2021-11-21 20:06:06,
537,616541f054811a28701a9723,fimi_6,21.005818999999995,105.84427884999998,fimi,0.0475,-2.5007,-0.4556,10.2,11.0,14.6,31.4,56.8,45.9,15404128,39750,6367,0,,2021-10-12 15:06:06,
538,619706916a95adcd80bf441a,fimi_29,21.005694450000004,105.84380555000001,fimi,0.1287,-1.5839,-0.5048,38.6,39.9,43.0,27.2,60.5,27.14,15365600,129,0,0,,2021-11-19 09:06:06,
539,61a2d604a515430fcc153eee,fimi_23,21.005694450000004,105.84380555000001,fimi,0.1721,-3.2551,-0.5048,32.5,35.1,39.0,28.1,55.4,32.17,15393056,76438,1661,0,,2021-11-28 08:06:06,
540,61a89a93566251ea9ee849c4,fimi_23,21.005694450000004,105.84380555000001,fimi,0.3753,-2.9533,-0.5048,9.1,10.5,16.7,28.1,39.9,35.96,15384096,4675,25,0,,2021-12-02 17:06:06,
541,61713b94e66c30339e5f00aa,fimi_4,21.005857516666666,105.84425359999999,fimi,0.6057,-1.8624,-0.4981,9.3,9.9,12.7,25.8,60.9,88.3,15396384,11203,119,0,,2021-10-21 17:06:06,
542,61a2abd7a515430fcc145657,fimi_20,21.005791100000003,105.84428718333332,fimi,0.0353,-197.7152,-0.4825,35.3,37.7,40.4,23.9,62.0,85.37,15329152,37222,325,1126,,2021-11-28 05:06:06,
543,61ab13660facef692199f425,fimi_20,21.005791483333336,105.84424123333335,fimi,-0.004,-298.9724,-0.4825,13.5,14.8,21.3,32.3,38.7,89.8,15323328,73901,734,64728,,2021-12-04 14:06:06,
544,61663f1054811a28701dcdc4,fimi_14,21.00579375,105.84429684999999,fimi,-0.0015,-2.4659,-0.5417,12.2,12.9,15.4,29.1,62.2,85.05,0,104728,14322,314186,,2021-10-13 09:06:06,
545,61a524a3fb44687a2ccbd3f1,fimi_23,21.005694450000004,105.84380555000001,fimi,0.1594,-3.3247,-0.5048,44.7,46.7,51.5,28.5,50.9,32.23,15389408,86482,1733,0,,2021-11-30 02:06:06,
546,6168b7e154811a287025a1d7,fimi_14,21.0057683,105.8442971,fimi,-0.022,-2.8489,-0.5428,12.4,13.2,13.3,26.1,77.1,81.76,0,115522,14447,346568,,2021-10-15 06:06:06,
547,616f6b81e66c30339e59b25b,fimi_6,21.005796533333335,105.84427261666666,fimi,0.1482,-0.8179,-0.4579,12.2,12.7,14.0,29.1,71.2,38.65,15388096,83785,13357,0,,2021-10-20 08:06:06,
548,6172ef81e66c30339e64d1c9,fimi_26,21.015160033333338,105.83811543333334,fimi,0.0817,-2.315,-0.4746,9.4,10.4,13.3,26.8,60.0,84.27,15425792,809,11,0,,2021-10-23 00:06:06,
549,61a7d5bd8118b006b4ef9f93,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0239,-1.7232,-0.4802,27.0,28.5,33.6,25.7,47.9,82.08,15402880,148118,8554,0,,2021-12-02 03:06:06,
550,61a7491959ad218917883e7c,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0584,-4.1719,-0.5048,11.0,12.9,19.2,28.2,39.1,32.78,15386048,95805,1821,0,,2021-12-01 17:06:06,
551,61a4de51fb44687a2cca7425,fimi_6,21.005694450000004,105.84380555000001,fimi,0.1878,1.0853,-0.4568,13.8,14.8,17.5,27.2,60.3,83.68,15354144,168,0,0,,2021-11-29 21:06:06,
552,616258a654811a287011d68a,fimi_29,21.005796983333333,105.84431411666668,fimi,0.0211,-2.8257,-0.5037,15.7,16.4,16.9,28.3,75.7,30.23,15431232,894,2,0,,2021-10-10 10:06:06,
553,617173d1e66c30339e5f9c8b,fimi_27,21.00579826666667,105.84429815,fimi,0.0427,-2.4427,-0.4277,12.7,13.8,16.0,25.5,63.6,33.21,15459488,19803,735,0,,2021-10-21 21:06:06,
554,61749567e66c30339e6c41c3,fimi_9,21.005694450000004,105.84380555000001,fimi,0.1112,-2.0945,-0.4825,9.5,10.3,14.0,29.5,56.0,73.76,15450976,8031,129,0,,2021-10-24 06:06:06,
555,61727f07e66c30339e62d076,fimi_20,21.00579756666667,105.84427653333333,fimi,0.0165,-205.5141,-0.4825,10.4,11.4,14.8,25.8,55.5,80.61,15389856,1391,25,0,,2021-10-22 16:06:06,
556,6182a56b20be12f18c93e456,fimi_29,21.00581646666667,105.8442942,fimi,0.064,-2.2454,-0.5048,19.3,20.0,21.4,28.8,71.3,27.75,15386624,3089,1701,0,,2021-11-03 22:06:07,
557,617fbc1120be12f18c8d755b,fimi_30,21.00578343333333,105.84426393333334,fimi,0.1147,-0.3537,-0.4277,12.6,13.6,15.2,27.4,67.2,84.41,15364096,1388,9,0,,2021-11-01 17:06:06,
558,61b09fb19d066a70994c2dda,fimi_27,21.0058466,105.84427351666666,fimi,0.1853,0.5631,-0.4277,12.0,13.4,18.3,27.3,48.3,34.87,15386208,18621,225,0,,2021-12-08 19:06:06,52.99146038425045
559,61656c2554811a28701b28c2,fimi_9,21.005694450000004,105.84380555000001,fimi,0.2553,2.6985,-0.4825,10.9,12.0,14.9,31.2,60.6,80.48,15467776,2718,22,0,2719,2021-10-12 18:06:06,
560,6186b60a20be12f18c9e8909,fimi_6,21.00581796666667,105.84429376666667,fimi,0.0023,-3.1042,-0.4568,12.1,13.0,14.8,29.8,67.2,32.6,0,489,10,1467,,2021-11-07 00:06:06,
561,617ebef620be12f18c8a8fe5,fimi_20,21.005809883333335,105.84428028333332,fimi,0.0363,-216.8526,-0.4825,14.7,15.6,16.9,26.1,69.0,88.65,15375648,23140,3461,0,,2021-10-31 23:06:06,
562,61983bf2c4985132356fd488,fimi_20,21.005785683333336,105.84428021666666,fimi,0.0921,-210.6437,-0.4825,35.2,37.2,38.6,25.6,70.1,86.12,15345568,32895,1125,0,,2021-11-20 07:06:06,
563,61712d81e66c30339e5edbfb,fimi_1,21.005824500000003,105.84428366666667,fimi,-0.0131,42.3658,-0.4556,9.9,10.9,13.9,27.7,59.0,82.22,15384128,24740,1970,0,,2021-10-21 16:06:06,
564,619eef91a3c73625bae708c1,fimi_30,21.005798033333335,105.84429303333333,fimi,0.0528,-1.5723,-0.4277,16.7,18.4,21.0,23.9,61.1,31.27,15325920,8178,51,0,,2021-11-25 09:06:06,
565,61aadb220facef69219959a0,fimi_25,21.005789400000005,105.84427563333333,fimi,0.1206,-2.0829,-0.5171,15.1,17.0,23.7,33.9,38.0,80.94,15338496,10057,121,30091,,2021-12-04 10:06:06,
566,61a710d3fb44687a2cd4fbf9,fimi_29,21.005867066666664,105.84432899999999,fimi,-0.019,-3.1042,-0.5048,13.8,15.3,20.5,28.3,45.1,26.22,15341248,2631,4,0,,2021-12-01 13:06:06,
567,618137cb20be12f18c916f58,fimi_30,21.005824633333336,105.84428695,fimi,0.0916,-0.8876,-0.4277,12.5,13.5,15.6,28.7,64.2,86.61,15361792,7864,61,0,,2021-11-02 20:06:06,
568,6168fe3154811a2870267cf2,fimi_1,21.00581561666667,105.84429684999999,fimi,0.0647,44.1066,-0.4556,12.6,13.2,14.7,27.7,68.8,84.54,15396288,7324,102,0,,2021-10-15 11:06:06,
569,6174f7d2e66c30339e6dee14,fimi_20,21.005800233333336,105.84427878333332,fimi,0.0011,-264.2258,-0.4825,13.5,14.6,19.5,30.5,48.9,83.83,15385984,2204,34,0,,2021-10-24 13:06:06,
570,61a024f1084fe61791751b76,fimi_30,21.00579306666667,105.84428803333334,fimi,0.0856,-1.1545,-0.4277,30.3,32.2,34.0,23.3,67.7,31.71,15324032,13454,78,0,,2021-11-26 07:06:06,
571,61834e2320be12f18c942b9c,fimi_25,21.005810849999996,105.84427738333333,fimi,0.0257,-3.6845,-0.5148,14.3,15.8,20.5,33.4,50.3,83.63,15344768,30596,2148,3896,,2021-11-04 10:06:07,
572,61a4fa7afb44687a2ccb05c0,fimi_14,21.005823166666666,105.84433193333334,fimi,0.0338,-1.8624,-0.5394,41.9,43.2,46.3,29.2,61.7,82.43,0,381,4,1143,,2021-11-29 23:06:06,
573,61ae89569d066a709946b71d,fimi_27,21.005791916666666,105.84427191666667,fimi,0.2824,-0.7483,-0.4288,25.0,26.3,30.4,21.5,52.9,37.38,15389472,9504,79,0,,2021-12-07 05:06:06,80.55555861348542
574,6195a7013c3e8ccdbe3c49b0,fimi_20,21.005790933333333,105.84425725000001,fimi,0.0211,-199.7578,-0.4825,14.0,14.8,17.9,24.9,58.6,83.19,15349696,21624,1032,0,,2021-11-18 08:06:06,
575,619dc84225f54a51afbbc300,fimi_25,21.0057763,105.84426918333332,fimi,0.0148,-3.7425,-0.5148,8.1,9.3,14.9,27.5,42.2,82.76,15338592,57363,1348,163091,,2021-11-24 12:06:06,
576,6167bac154811a2870228924,fimi_25,21.005838183333335,105.84431636666667,fimi,0.0229,-3.6032,-0.5148,9.6,10.6,14.3,28.8,55.2,85.8,15384928,106456,14415,0,,2021-10-14 12:06:06,
577,6167666254811a28702178db,fimi_20,21.005794183333332,105.84427529999999,fimi,-0.0002,-209.0421,-0.4825,12.3,13.2,15.0,26.8,66.3,84.89,15406176,81096,10930,0,,2021-10-14 06:06:06,
578,617092d6e66c30339e5cf033,fimi_2,21.0057627,105.84427451666667,fimi,-0.0357,-1.3982,-0.4735,22.9,24.7,26.0,28.9,70.4,29.04,15384576,22169,1958,0,,2021-10-21 05:06:06,
579,616e2811e66c30339e561117,fimi_27,21.00578005,105.84427929999998,fimi,0.1259,-0.992,-0.4277,13.8,14.9,16.3,26.1,69.0,32.45,15464640,5412,584,0,,2021-10-19 09:06:06,
580,619d9e1265058b7b08d2e56f,fimi_25,21.005791183333333,105.84422863333333,fimi,0.0158,-3.5916,-0.5148,8.9,10.3,15.5,24.7,44.8,83.83,15338592,56643,1348,160931,,2021-11-24 09:06:06,
581,61b0adc19d066a70994c543b,fimi_27,21.00583178333333,105.84429393333333,fimi,0.1401,-0.7251,-0.4277,13.3,14.4,19.1,26.9,48.8,35.01,15386112,18861,225,0,,2021-12-08 20:06:06,55.12821218496634
582,6162c92154811a287012daac,fimi_6,21.005820283333332,105.84426078333333,fimi,0.0046,-2.6168,-0.4556,12.5,13.0,13.4,27.3,75.9,47.12,15408064,28955,6242,0,,2021-10-10 18:06:06,
583,6195fb6134b40397d46a5fe4,fimi_6,21.005809566666667,105.84428778333334,fimi,-0.0053,-2.6632,-0.4568,8.6,9.7,13.3,26.8,55.6,80.47,15376832,147,0,0,,2021-11-18 14:06:06,
584,6199fdf1988f384fb48b630a,fimi_2,21.005748366666662,105.84432389999999,fimi,-0.0096,-1.8392,-0.4724,14.9,16.1,19.8,33.7,55.3,26.75,15327808,40513,1245,0,,2021-11-21 15:06:06,
585,619d57c10c39bb4062483417,fimi_30,21.00578275,105.84429676666666,fimi,-0.0121,-2.4543,-0.4277,11.8,12.9,16.1,25.1,57.5,32.1,15328384,1222,19,0,,2021-11-24 04:06:06,
586,617e86b220be12f18c89ed30,fimi_14,21.00579,105.8442659,fimi,0.0625,-0.9456,-0.5428,28.1,29.0,29.3,26.5,77.6,81.88,0,398,7,1196,,2021-10-31 19:06:06,
587,61756851e66c30339e6fd96a,fimi_1,21.00579756666667,105.84429418333333,fimi,0.1381,43.7352,-0.4556,18.4,20.0,23.3,28.8,57.5,85.66,15377536,14102,188,0,,2021-10-24 21:06:06,
588,6167828154811a287021d07f,fimi_20,21.0057938,105.8442754,fimi,0.0419,-216.957,-0.4825,12.1,13.1,15.6,28.7,62.1,84.4,15405984,81576,10932,0,,2021-10-14 08:06:06,
589,616dfdebe66c30339e55a09d,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0269,-204.2607,-0.4825,13.7,14.8,17.0,27.2,64.2,88.4,15397024,4703,556,0,,2021-10-19 06:06:06,
590,6185e31620be12f18c9b92ce,fimi_14,21.005797116666667,105.84430166666668,fimi,0.0396,-2.5239,-0.5428,24.8,25.8,26.3,30.4,76.0,81.56,0,345,7,1036,,2021-11-06 09:06:06,
591,619c5aa6a773f3b65f8de869,fimi_1,21.00581485,105.84428081666668,fimi,-0.0119,41.6114,-0.4568,11.0,12.1,16.0,24.8,53.4,87.75,15322784,47057,1325,0,,2021-11-23 10:06:06,
592,61687fa654811a287024fa59,fimi_30,21.00578216666667,105.84428989999999,fimi,-0.0071,-2.315,-0.4277,11.3,12.1,13.9,27.2,67.1,82.72,15397472,2569,16,0,,2021-10-15 02:06:06,
593,6168476654811a2870244d71,fimi_30,21.00578558333333,105.84427151666665,fimi,0.0074,-2.0017,-0.4277,13.9,14.6,15.6,25.7,72.3,82.5,15397792,1609,12,0,,2021-10-14 22:06:06,
594,616d7141e66c30339e542816,fimi_2,21.00592503333333,105.84422873333332,fimi,0.0127,3.0699,-0.4724,10.3,11.1,13.0,25.5,66.7,30.11,15389536,8496,1810,0,,2021-10-18 20:06:06,
595,617fd83120be12f18c8dc133,fimi_25,21.005810166666667,105.84423943333334,fimi,0.1031,-1.9205,-0.5148,12.6,13.5,16.7,28.3,58.8,85.98,15349888,15490,290,197,,2021-11-01 19:06:06,
596,6171f261e66c30339e61024b,fimi_20,21.005791966666667,105.84433585000001,fimi,-0.0033,-200.106,-0.4825,9.9,10.7,13.4,25.3,60.6,81.62,15390720,182,4,0,,2021-10-22 06:06:06,
597,61752202e66c30339e6ea5de,fimi_2,21.005776583333333,105.84428690000001,fimi,-0.04,-0.435,-0.4713,17.3,18.7,23.2,29.5,50.3,27.0,15379520,12902,213,0,,2021-10-24 16:06:06,
598,616e1a01e66c30339e55ea4f,fimi_27,21.005783400000002,105.84428953333332,fimi,0.1109,-1.1429,-0.4277,15.6,16.3,17.4,25.5,70.3,32.53,15464736,5172,584,0,,2021-10-19 08:06:06,
599,619c2262b07080e0aaa9ad6a,fimi_14,21.00578496666667,105.84430660000001,fimi,-0.0616,-3.1158,-0.5394,11.7,12.7,15.3,22.7,60.6,82.05,0,141,2,425,,2021-11-23 06:06:06,
600,619e2ab1dea9714b0f6e722c,fimi_30,21.005803666666665,105.84427981666667,fimi,0.0663,-1.3634,-0.4277,19.4,21.2,24.6,24.4,56.5,30.78,15327104,4819,37,0,,2021-11-24 19:06:06,
601,6186ee4220be12f18c9f4c90,fimi_10,21.005694450000004,105.84380555000001,fimi,-0.1073,-4.4504,-0.2836,14.8,16.0,18.7,32.2,62.1,85.16,15374272,50877,29584,0,50878,2021-11-07 04:06:06,
602,6199efe1988f384fb48b3475,fimi_6,21.00579385,105.84427641666667,fimi,0.0406,-3.2551,-0.4568,11.4,12.3,15.9,35.1,57.2,83.73,15370784,163,1,0,,2021-11-21 14:06:06,
603,6186539620be12f18c9d28f1,fimi_30,21.00580525,105.84428783333333,fimi,0.1282,-1.3866,-0.4277,13.4,14.5,17.4,33.0,60.0,84.89,15353824,7833,150,0,,2021-11-06 17:06:06,
604,617dfa1220be12f18c8856cd,fimi_19,21.019007650000002,105.82810711666667,fimi,0.083,1.4335,-0.4266,10.2,10.9,13.8,29.0,60.6,83.06,15437824,17071,3295,0,,2021-10-31 09:06:06,
605,61a621c2fb44687a2cd0bd0f,fimi_27,21.005797750000003,105.8442892,fimi,0.1211,-1.3982,-0.4288,24.9,26.7,30.3,26.4,56.1,26.36,15402496,1372,7,0,,2021-11-30 20:06:06,
606,61951a62e2eacaa3bb94f11e,fimi_1,21.005841,105.84428651666667,fimi,0.0054,43.2246,-0.4556,11.1,11.8,14.6,26.8,59.7,88.15,15334272,15395,985,0,,2021-11-17 22:06:07,
607,617416d1e66c30339e6a0b32,fimi_20,21.005807366666666,105.84428643333334,fimi,0.1576,-224.9415,-0.4825,23.3,24.4,27.9,27.6,56.8,86.48,15387360,8344,132,0,,2021-10-23 21:06:06,
608,616c58069d4daad11f4527a2,fimi_27,21.00582745,105.84426438333334,fimi,0.0176,-3.023,-0.4288,11.9,12.7,14.4,24.3,66.2,33.37,15467264,3850,859,0,,2021-10-18 00:06:06,
609,6187349120be12f18ca04128,fimi_30,21.005791349999996,105.84427171666667,fimi,0.0678,-2.1642,-0.4288,13.2,14.4,16.4,31.8,65.3,85.27,15352448,11669,215,0,,2021-11-07 09:06:06,
610,6198905a5d2493cc8867caef,fimi_6,21.005773766666668,105.84427556666667,fimi,0.0673,-2.0365,-0.4568,13.2,14.0,16.3,31.4,63.8,85.22,15372864,536,6,0,,2021-11-20 13:06:06,
611,61afe8e69d066a70994a4573,fimi_14,21.005832416666667,105.84424069999999,fimi,0.0373,-1.3634,-0.5383,78.8,80.7,84.0,23.0,65.0,88.8,0,3769,38,11308,,2021-12-08 06:06:07,163.3157964243768
612,6195368122b4a13e0d27674c,fimi_14,21.005811250000004,105.84444200000002,fimi,-0.0261,-2.7909,-0.5417,12.3,13.2,15.4,27.2,63.5,81.91,0,5017,835,15053,,2021-11-18 00:06:06,
613,6172fd91e66c30339e6511ec,fimi_1,21.005760733333332,105.84430743333333,fimi,-0.0096,41.3213,-0.4556,12.6,13.4,16.7,27.5,57.9,80.98,15381312,3550,49,0,,2021-10-23 01:06:06,
614,616eb4b7e66c30339e57a5ca,fimi_29,21.005790583333336,105.84427576666667,fimi,0.2512,0.2614,-0.5037,13.4,14.4,15.6,28.5,69.7,29.88,15411968,54527,6772,0,,2021-10-19 19:06:07,
615,61adb66debbcef4cfbd7abd0,fimi_29,21.005694450000004,105.84380555000001,fimi,-0.0238,-3.1854,-0.5048,20.1,20.9,20.3,29.1,82.2,25.96,15331904,166,2,0,,2021-12-06 14:06:06,69.0170988896196
616,61ab05520facef692199cd64,fimi_20,21.005791683333335,105.84423746666668,fimi,-0.0246,-281.9357,-0.4836,16.3,17.8,23.9,31.0,40.3,80.56,15323392,73661,734,64663,,2021-12-04 13:06:06,
617,619ba3d8843a5794a63dd9c6,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0533,-3.9166,-0.5048,8.0,9.3,14.5,27.0,45.1,32.03,15404320,45131,1430,0,,2021-11-22 21:06:06,
618,619e0e919ace9e913efa3b39,fimi_2,21.00581946666667,105.84429238333333,fimi,0.0011,2.7333,-0.4724,16.1,17.8,21.9,25.0,51.6,28.68,15321344,58260,1429,0,,2021-11-24 17:06:06,
619,6174a376e66c30339e6c7f6f,fimi_25,21.005805650000003,105.84427515,fimi,0.0274,-3.4756,-0.5148,13.5,15.0,19.6,26.5,48.4,84.16,15366752,6714,139,0,,2021-10-24 07:06:06,
620,61820ab120be12f18c937e6b,fimi_30,21.005812433333336,105.84428501666667,fimi,0.1081,-0.6323,-0.4277,15.5,16.5,18.7,29.5,63.6,84.27,15360512,11461,95,0,,2021-11-03 11:06:06,
621,619a98a104afb2412d836e99,fimi_20,21.005694450000004,105.84380555000001,fimi,0.1203,-245.4367,-0.4825,28.9,30.4,32.5,28.8,67.0,81.9,15341888,1963,22,0,,2021-11-22 02:06:06,
622,61a11401aca89d150aa5f31e,fimi_2,21.005746300000002,105.84430111666667,fimi,0.013,1.3291,-0.4724,23.2,24.5,27.5,25.4,59.6,32.03,15316640,9585,83,0,,2021-11-27 00:06:06,
623,61843d3120be12f18c962fda,fimi_14,21.00579606666667,105.84428493333334,fimi,-0.0126,-2.7212,-0.5417,32.6,33.6,33.8,28.5,78.0,82.84,0,145,2,437,,2021-11-05 03:06:06,
624,61afccc69d066a709949ff35,fimi_14,21.005717066666662,105.84419468333333,fimi,0.0399,-1.6883,-0.5372,114.0,116.3,120.6,23.6,66.2,88.89,0,3289,38,9868,,2021-12-08 04:06:06,182.05263497950142
625,619c30762bd3a277fbc8edb1,fimi_6,21.00582813333333,105.84429800000001,fimi,0.3616,-2.7909,-0.4568,7.6,8.1,11.0,21.0,59.6,83.38,15367360,1306,6,0,,2021-11-23 07:06:06,
626,619730cd6a95adcd80bfc851,fimi_23,21.005694450000004,105.84380555000001,fimi,0.1272,-3.4059,-0.5048,24.8,26.8,30.5,28.8,56.2,32.49,15411264,25795,1259,0,,2021-11-19 12:06:06,
627,619fd096485fd76debf6d8bb,fimi_1,21.00578285,105.84430105000001,fimi,0.2624,46.184,-0.4556,20.0,21.2,24.4,25.6,60.2,88.48,15317280,62167,1478,0,,2021-11-26 01:06:06,
628,61a773458118b006b4ef2a22,fimi_27,21.005805016666667,105.84428523333332,fimi,0.1561,-0.3421,-0.4266,24.7,26.3,31.4,25.4,47.5,27.42,15400480,7129,93,0,,2021-12-01 20:06:06,
629,61a34681917519c43091742b,fimi_6,21.005822400000003,105.84428961666666,fimi,0.0386,-2.1874,-0.4556,9.1,10.2,14.9,29.9,48.7,83.5,15356576,388,3,0,,2021-11-28 16:06:06,
630,616f95b1e66c30339e5a272f,fimi_2,21.005824383333334,105.84433921666665,fimi,-0.0421,-1.0384,-0.4724,18.3,19.9,23.3,32.9,59.2,27.92,15386144,17851,1910,0,,2021-10-20 11:06:06,
631,61a6f4bbfb44687a2cd47f08,fimi_20,21.005694450000004,105.84380555000001,fimi,-0.005,-258.5276,-0.4836,14.1,15.6,21.2,29.3,42.6,83.16,15325056,55929,502,24488,,2021-12-01 11:06:06,
632,61a57901fb44687a2ccd6c77,fimi_6,21.005694450000004,105.84380555000001,fimi,0.029,-1.6535,-0.4568,10.4,11.4,14.1,24.5,59.9,82.94,15353216,1055,14,0,,2021-11-30 08:06:06,
633,61a9de030facef692196e0d0,fimi_20,21.005694450000004,105.84380555000001,fimi,0.045,-312.249,-0.4813,13.4,14.8,21.5,32.9,37.3,82.05,15323552,68623,704,50701,,2021-12-03 16:06:06,
634,6173c276e66c30339e688d6d,fimi_27,21.005795400000004,105.84427513333334,fimi,0.0302,-2.8953,-0.4288,12.7,13.9,18.6,30.5,49.0,30.56,15455904,6907,118,0,,2021-10-23 15:06:06,
635,61b0c9e69d066a70994ca195,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0419,-237.5218,-0.4825,47.0,48.6,52.4,28.2,56.6,84.77,15322528,18693,266,53352,,2021-12-08 22:06:06,133.00000255000015
636,617db3c420be12f18c877ce4,fimi_4,21.005795566666666,105.8442771,fimi,0.5872,-2.3615,-0.4981,11.4,11.7,12.3,24.3,74.5,80.7,15382176,16002,3371,0,,2021-10-31 04:06:06,
637,61a5169afb44687a2ccb907a,fimi_14,21.00580636666667,105.84428211666666,fimi,0.0734,-1.2009,-0.5383,61.5,63.2,65.7,27.7,65.9,82.19,0,861,8,2583,,2021-11-30 01:06:06,
638,61a5f793fb44687a2ccfee39,fimi_23,21.005694450000004,105.84380555000001,fimi,0.098,-3.9166,-0.5048,17.2,18.5,24.3,29.5,43.3,32.73,15388128,90068,1758,0,,2021-11-30 17:06:06,
