,_id,device_id,latitude,longitude,type,SO2,CO,NO2,PM1_0,PM2_5,PM10_0,temperature,humidity,per_bat,free_sd,cnt_err_wifi,cnt_err_lte,cnt_err_sd,cnt_packet,time,AQI
0,619f98532f51bb1682071a1b,fimi_23,21.005694450000004,105.84380555000001,fimi,0.2264,-2.8257,-0.5048,24.6,26.0,30.3,27.4,52.4,32.53,15398144,62320,1579,0,,2021-11-25 21:06:06,
1,619dba32c5f50654155607cf,fimi_25,21.005794799999997,105.84427903333332,fimi,-0.0071,-3.6845,-0.516,9.9,11.1,16.8,26.7,42.0,82.33,15338592,57123,1348,162371,,2021-11-24 11:06:06,
2,61ad1bb2ebbcef4cfbd615c9,fimi_27,21.005790499999996,105.84429408333332,fimi,0.1003,-1.5027,-0.4288,21.1,22.1,26.1,22.7,52.3,36.41,15391648,3267,35,0,,2021-12-06 03:06:07,71.58120105047868
3,616bd9729d4daad11f43c78d,fimi_14,21.0058045,105.84429028333334,fimi,-0.0202,-2.4543,-0.5417,12.2,12.8,14.6,26.5,66.1,81.23,0,128956,20178,386870,,2021-10-17 15:06:07,
4,616282d254811a2870122a4d,fimi_27,21.005694450000004,105.84380555000001,fimi,0.0219,-2.9881,-0.4277,15.9,16.8,17.5,27.6,73.3,31.74,15481824,87983,14191,0,,2021-10-10 13:06:06,
5,618315e320be12f18c941381,fimi_25,21.005788799999998,105.84428356666668,fimi,0.0368,-3.3363,-0.5148,18.4,20.1,23.2,29.2,59.1,85.36,15345088,29637,2132,3646,,2021-11-04 06:06:08,
6,6164d17154811a2870190fd6,fimi_24,21.015203616666668,105.83812756666666,fimi,0.0072,-1.375,-0.4825,11.6,12.8,15.4,29.0,61.5,27.64,15428416,9586,108,0,9587,2021-10-12 07:06:06,
7,61978522851c61bb89b9fd67,fimi_30,21.005822516666665,105.84433236666668,fimi,0.0883,-0.8876,-0.4277,24.2,26.0,28.3,27.7,63.8,46.93,15337376,877,1,0,,2021-11-19 18:06:06,
8,6164c36154811a287018e4b8,fimi_13,21.015142349999998,105.83819826666668,fimi,-0.0482,-2.9765,100.4137,12.2,13.2,15.7,28.8,62.4,81.52,15405376,9344,105,0,,2021-10-12 06:06:06,
9,6175301be66c30339e6ee3d1,fimi_7,21.015210000000003,105.83813053333333,fimi,0.1868,-2.7096,-0.4758,9.7,10.7,13.7,27.8,59.9,82.66,15435712,1667,13,0,,2021-10-24 17:06:06,
10,6170cb11e66c30339e5d95e1,fimi_20,21.005784583333334,105.84427884999998,fimi,0.0358,-254.0363,-0.478,10.5,11.5,14.8,30.0,58.0,82.48,15392544,16936,688,0,,2021-10-21 09:06:06,
11,619d81f11f98cbe15f7340e2,fimi_1,21.005815050000002,105.84430201666667,fimi,0.0036,41.7159,-0.4556,10.8,11.9,15.8,24.4,52.8,84.29,15320928,52094,1397,0,,2021-11-24 07:06:06,
12,6170bd02e66c30339e5d6c34,fimi_20,21.00578225,105.84427786666666,fimi,0.0952,-268.369,-0.4836,19.5,20.6,23.2,31.8,62.9,81.95,15392640,16696,685,0,,2021-10-21 08:06:06,
13,6163b83454811a287015705b,fimi_4,21.005694450000004,105.84380555000001,fimi,0.5514,-2.0945,-0.4992,12.0,12.5,13.3,27.0,73.5,81.06,15414784,25679,5869,0,,2021-10-11 11:06:06,
14,616be7839d4daad11f43ee06,fimi_6,21.005807433333334,105.8442666,fimi,0.0526,-1.7348,-0.4568,9.9,10.4,12.7,25.8,64.1,42.88,15393696,68453,12159,0,,2021-10-17 16:06:07,
15,61a281a6a515430fcc136c2e,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0221,-1.7928,-0.4802,23.8,25.0,29.0,26.5,54.5,85.91,15411360,124842,8460,0,,2021-11-28 02:06:06,
16,6197933250e986239be914a1,fimi_25,21.005694450000004,105.84380555000001,fimi,0.0675,-2.756,-0.5148,24.0,25.7,29.8,28.6,54.3,87.25,15339072,30268,1119,85639,,2021-11-19 19:06:06,
17,619bdc112dcbcc8d0aa8106a,fimi_14,21.005751416666666,105.84428553333333,fimi,-0.0596,-3.1042,-0.5405,10.8,11.6,14.7,23.6,58.7,82.62,0,1237,12,3713,,2021-11-23 01:06:06,
18,61858eb320be12f18c9a7b22,fimi_29,21.005803399999998,105.84429873333332,fimi,0.0173,-3.139,-0.5048,18.6,19.5,19.8,28.8,76.7,27.99,15382176,66,0,0,,2021-11-06 03:06:06,
19,6198d6a15d2493cc8868b1d4,fimi_1,21.0058191,105.84428871666665,fimi,0.0691,44.095,-0.4556,16.5,17.7,20.6,31.4,61.2,85.2,15328352,31704,1173,0,,2021-11-20 18:06:06,
20,617432f1e66c30339e6a8afe,fimi_7,21.005694450000004,105.84380555000001,fimi,0.3408,1.1782,-0.4769,10.7,11.6,14.3,27.6,61.1,82.54,15437216,139,4,0,,2021-10-23 23:06:06,
21,619ce74456b65ecd6688dd9f,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0033,-2.199,-0.4802,16.5,17.5,21.6,25.7,52.4,83.43,15420288,100367,8386,0,,2021-11-23 20:06:06,
22,61ad45e2ebbcef4cfbd68976,fimi_25,21.005786333333337,105.8443009,fimi,0.2108,-2.3847,-0.5148,9.9,11.1,17.0,22.0,40.7,85.19,15338496,20603,202,61625,,2021-12-06 06:06:06,46.25
23,61a26586a515430fcc12c750,fimi_15,21.005694450000004,105.84380555000001,fimi,0.049,-1.4446,-0.4802,28.6,30.0,34.2,26.9,54.3,86.41,15411520,124362,8460,0,,2021-11-28 00:06:06,
24,61737c23e66c30339e674e42,fimi_7,21.005694450000004,105.84380555000001,fimi,0.2718,0.0757,-0.4758,9.6,10.6,13.5,27.3,59.7,81.44,15438272,981,11,0,,2021-10-23 10:06:06,
25,617343e1e66c30339e664e9b,fimi_24,21.015169466666666,105.83819063333334,fimi,0.0003,-1.7116,-0.4836,9.5,10.4,13.6,26.6,58.4,84.07,15416512,137,1,0,,2021-10-23 06:06:06,
26,6196b2397c9d9ecede2cd315,fimi_2,21.005798316666663,105.84427623333335,fimi,0.0051,2.5824,-0.4724,45.4,47.2,50.4,25.9,61.1,28.89,15333024,26122,1115,0,,2021-11-19 03:06:06,
27,619adefd4bbec160f4cc6839,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0703,-3.8353,-0.5048,9.8,10.7,14.8,28.5,52.4,32.53,15405504,41789,1405,0,,2021-11-22 07:06:06,
28,6169a6f254811a28702869e6,fimi_6,21.005803500000003,105.84426698333333,fimi,0.0046,-2.9417,-0.4568,11.8,12.1,12.6,24.9,75.7,45.31,15397184,58929,6965,0,,2021-10-15 23:06:06,
29,61a71ee259ad21891787e85f,fimi_29,21.005694450000004,105.84380555000001,fimi,-0.0002,-2.9765,-0.5048,12.5,13.8,19.3,28.4,44.1,26.15,15341152,2871,4,0,,2021-12-01 14:06:06,
30,61ae51119d066a70994627c3,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0315,-0.7019,-0.4802,23.2,24.3,29.4,26.1,46.9,84.55,15392896,176399,12093,2531,,2021-12-07 01:06:06,76.28205501205363
31,61647d1254811a2870180d98,fimi_2,21.0057923,105.84429810000002,fimi,-0.0591,-2.0597,-0.4724,13.6,14.7,17.0,27.3,63.4,28.74,15402720,33126,6262,0,,2021-10-12 01:06:06,
32,61958ae0490c78852f8ebce4,fimi_15,21.005694450000004,105.84380555000001,fimi,-0.0101,-2.0133,-0.4802,15.1,16.2,19.5,27.5,57.8,84.83,15431872,68211,8312,0,,2021-11-18 06:06:06,
33,61acf18debbcef4cfbd5a243,fimi_29,21.005694450000004,105.84380555000001,fimi,0.2279,0.2033,-0.5037,50.2,52.2,55.6,24.7,59.7,27.28,15333088,424,0,0,,2021-12-06 00:06:06,142.00000120000007
34,619df279502f0b6e7d879d92,fimi_6,21.005796883333332,105.84429784999999,fimi,-0.0101,-2.7909,-0.4568,8.0,9.0,12.9,25.0,52.9,85.95,15364704,578,3,0,,2021-11-24 15:06:06,
35,6195287bd0024b54b84c82e3,fimi_14,21.00574526666667,105.8443259,fimi,-0.0162,-2.6748,-0.5417,13.8,14.8,16.5,25.8,67.0,81.84,0,4778,832,14334,,2021-11-17 23:06:06,
36,618750b220be12f18ca0a291,fimi_25,21.005823133333333,105.8442943,fimi,-0.0187,-4.1487,-0.5148,14.1,15.4,20.4,35.6,48.1,82.93,15340352,13166,240,14241,,2021-11-07 11:06:06,
37,6167c8d454811a287022b676,fimi_25,21.005815716666667,105.84430553333335,fimi,0.0122,-3.7309,-0.5148,10.1,11.1,14.4,28.2,57.0,86.08,15384832,106696,14415,0,,2021-10-14 13:06:06,
38,619b33510bb5b86ab452c0b9,fimi_15,21.005694450000004,105.84380555000001,fimi,-0.0104,-2.3615,-0.4791,9.7,10.5,14.6,27.1,52.1,83.91,15422976,92928,8364,0,,2021-11-22 13:06:06,
39,619f35e71d0435ea21cfa94f,fimi_30,21.005781166666665,105.84427185000001,fimi,0.0224,-1.9669,-0.4277,16.4,17.5,21.3,26.5,55.0,31.05,15325504,9377,52,0,,2021-11-25 14:06:06,
40,6165c08b54811a28701c480e,fimi_2,21.00579833333334,105.84430891666668,fimi,-0.0631,-2.3034,-0.4713,12.1,13.0,16.4,27.7,56.8,28.63,15400704,38643,6358,0,,2021-10-13 00:06:06,
41,616bf5969d4daad11f441586,fimi_6,21.005818116666667,105.84426665000001,fimi,0.0546,-1.6419,-0.4556,9.9,10.5,12.7,25.7,64.4,43.19,15393600,68693,12160,0,,2021-10-17 17:06:06,
42,617ee92620be12f18c8b098e,fimi_2,21.005790383333338,105.84430758333335,fimi,-0.0494,-1.0733,-0.4724,15.0,15.8,16.7,25.3,72.1,28.2,15364064,55597,7060,0,,2021-11-01 02:06:06,
43,61a3e131fb44687a2cc4dce6,fimi_6,21.005809950000003,105.84425923333335,fimi,0.0323,-1.9669,-0.4556,13.0,13.9,16.1,23.9,63.3,82.63,15355648,5,0,0,,2021-11-29 03:06:06,
44,6168f02154811a2870264abe,fimi_14,21.005804233333333,105.84428656666665,fimi,0.0087,-2.199,-0.5428,13.6,14.4,15.5,27.4,70.1,82.45,0,116482,14454,349448,,2021-10-15 10:06:06,
45,619a6e7c04afb2412d82eb03,fimi_29,21.00581375,105.84428031666667,fimi,0.0386,-3.0926,-0.5037,16.0,17.0,18.4,29.3,71.0,28.03,15360448,615,5,0,,2021-11-21 23:06:06,
46,61992b01cc7717670b637c94,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0107,-2.0597,-0.4802,22.6,24.1,26.1,29.2,66.0,86.26,15426176,84049,8346,0,,2021-11-21 00:06:06,
47,6187187320be12f18c9fdf21,fimi_29,21.00578723333333,105.84429556666667,fimi,0.0462,-2.8489,-0.5048,20.4,21.1,21.4,29.6,76.2,27.77,15379840,115,0,0,,2021-11-07 07:06:06,
48,619e9b31873b4be3c15a9ba6,fimi_1,21.005782983333333,105.84430676666668,fimi,0.0127,42.0176,-0.4556,14.1,15.1,18.0,24.2,59.9,85.59,15319200,56892,1430,0,,2021-11-25 03:06:06,
49,6172c551e66c30339e640d7f,fimi_20,21.005805366666664,105.84428748333333,fimi,0.0158,-195.3361,-0.4825,16.2,17.7,21.0,26.6,58.1,80.36,15389440,2590,44,0,,2021-10-22 21:06:06,
50,61a15a52b22c9e4b49e5f7d1,fimi_29,21.00579683333334,105.84429738333334,fimi,0.0576,-2.6168,-0.5037,32.4,33.7,35.5,25.0,67.0,28.2,15349888,248,2,0,,2021-11-27 05:06:06,
51,619d90013f5b26bc0eb90339,fimi_30,21.005786366666666,105.84429506666666,fimi,0.0498,-1.1545,-0.4277,12.2,13.4,17.3,23.2,53.7,31.16,15328032,2181,29,0,,2021-11-24 08:06:06,
52,619b173637460683a23fff1f,fimi_2,21.005797016666666,105.84427958333332,fimi,-0.0393,0.1337,-0.4724,10.2,10.9,14.2,25.7,56.8,29.06,15326048,45309,1296,0,,2021-11-22 11:06:06,
53,616e6e65e66c30339e56d8fd,fimi_4,21.005829066666667,105.84428356666668,fimi,0.7914,-2.0829,-0.4992,11.0,11.6,14.0,29.4,64.1,84.69,15400384,6240,604,0,,2021-10-19 14:06:06,
54,61a37ec1917519c43092c58d,fimi_14,21.005798649999996,105.84427245,fimi,0.374,5.3793,-0.5383,41.3,43.0,46.3,28.4,59.9,84.38,0,489,5,1469,,2021-11-28 20:06:06,
55,61a854418118b006b4f04ae1,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0064,-265.1891,-0.4836,16.0,17.7,22.6,30.4,48.8,81.38,15324320,61915,606,36812,,2021-12-02 12:06:06,
56,6166856154811a28701eb297,fimi_29,21.005839316666666,105.84433193333334,fimi,0.0597,-2.4079,-0.5048,11.8,12.6,15.0,28.8,62.8,30.03,15424736,19133,48,0,,2021-10-13 14:06:06,
57,61aea5759d066a709946ff1e,fimi_14,21.00578285,105.84430343333334,fimi,0.2687,-0.7483,-0.5383,68.6,70.4,73.8,22.4,62.8,84.89,0,1074,9,3224,,2021-12-07 07:06:07,157.8947448199447
58,619714a66a95adcd80bf70fb,fimi_6,21.0058416,105.84429486666667,fimi,0.0769,-2.1758,-0.4568,12.0,13.0,15.6,28.0,60.5,81.22,15375136,4945,57,0,,2021-11-19 10:06:06,
59,6164df8154811a2870193c3a,fimi_24,21.01526435,105.83812545,fimi,0.0173,-1.1429,-0.4825,11.6,12.4,15.1,29.0,61.2,27.68,15428320,9826,108,0,9827,2021-10-12 08:06:06,
60,61a3a8f8fb44687a2cc3ab66,fimi_23,21.005694450000004,105.84380555000001,fimi,0.2812,-2.5239,-0.5048,65.2,69.2,74.8,28.5,48.4,32.37,15391744,80023,1688,0,,2021-11-28 23:06:06,
61,619b87bc3d2dbd4209489e7c,fimi_29,21.005694450000004,105.84380555000001,fimi,0.0366,-2.5123,-0.5048,14.4,15.4,18.9,25.2,55.6,27.82,15358784,191,0,0,,2021-11-22 19:06:06,
62,61ade09c9d066a70994504f1,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0995,-297.1852,-0.4802,16.6,18.1,24.3,31.3,39.2,83.27,15322688,5984,66,16330,,2021-12-06 17:06:06,63.03419384761513
63,616c82329d4daad11f459ed2,fimi_29,21.005773183333336,105.844302,fimi,0.0066,-3.1506,-0.5037,10.1,11.0,12.6,24.6,67.4,30.93,15415424,44947,5671,0,,2021-10-18 03:06:07,
64,618661a920be12f18c9d5c48,fimi_14,21.00583511666667,105.84432435,fimi,0.0457,-2.0017,-0.5417,23.7,24.9,26.5,31.8,70.0,82.45,0,2504,40,7513,,2021-11-06 18:06:06,
65,6180b93120be12f18c901f3d,fimi_14,21.005811816666665,105.84431208333332,fimi,0.0561,-1.433,-0.5417,23.6,24.6,24.9,27.1,77.1,82.31,0,501,11,1505,,2021-11-02 11:06:06,
66,616f0915e66c30339e58a048,fimi_1,21.00576776666667,105.84429873333332,fimi,0.1033,44.5476,-0.4568,29.0,30.1,32.0,29.1,66.7,84.82,15387520,15387,1844,0,,2021-10-20 01:06:06,
67,6175aea2e66c30339e710d67,fimi_25,21.005804283333337,105.84427318333334,fimi,0.0774,-3.2319,-0.5148,25.3,27.1,30.9,28.9,56.0,82.38,15365120,11269,198,0,,2021-10-25 02:06:06,
68,6166a18154811a28701f0e2c,fimi_14,21.00578695,105.84426738333335,fimi,0.034,-1.7812,-0.5405,19.5,20.6,21.4,28.0,74.1,85.18,0,106406,14340,319220,,2021-10-13 16:06:06,
69,61a86251566251ea9ee7c1f2,fimi_20,21.005694450000004,105.84380555000001,fimi,-0.0076,-272.0943,-0.4825,12.8,14.1,20.5,30.3,38.3,81.18,15324256,62153,606,36969,,2021-12-02 13:06:06,
70,616da986e66c30339e54c104,fimi_1,21.005694450000004,105.84380555000001,fimi,0.0262,42.83,-0.4556,12.8,14.0,15.8,26.5,67.2,87.37,15389696,9393,1782,0,,2021-10-19 00:06:06,
71,618080f620be12f18c8f883f,fimi_27,21.00578488333333,105.84427381666667,fimi,0.1026,-1.3518,-0.4288,18.5,19.1,20.0,25.8,71.9,32.71,15435904,14729,193,0,,2021-11-02 07:06:06,
72,61973ed8ae418f01ff7d8746,fimi_23,21.005694450000004,105.84380555000001,fimi,0.6283,-1.6419,-0.5048,26.9,28.6,31.8,29.9,58.5,32.35,15411168,26034,1260,0,,2021-11-19 13:06:06,
73,61ac72f20facef69219d86b3,fimi_20,21.005694450000004,105.84380555000001,fimi,0.016,-306.9105,-0.4825,16.8,18.3,24.6,33.0,39.6,82.87,15322944,79896,785,79696,,2021-12-05 15:06:06,
74,6194e22881b6ce629a35fd2e,fimi_25,21.005823050000004,105.84429701666667,fimi,0.0472,-2.7212,-0.5148,11.1,12.4,16.2,27.1,54.8,86.77,15339136,18520,1019,50980,,2021-11-17 18:06:06,
75,61af86759d066a7099494e3b,fimi_14,21.005694450000004,105.84380555000001,fimi,0.0176,-1.8624,-0.5383,40.3,41.8,45.0,24.7,60.2,88.96,0,2090,23,6271,,2021-12-07 23:06:06,116.00000510000025
76,61688db854811a2870252440,fimi_29,21.005796383333337,105.84427153333333,fimi,0.0082,-3.2319,-0.5037,12.1,12.8,13.3,26.0,75.5,30.64,15421568,28013,69,0,,2021-10-15 03:06:06,
77,616ace46074ea276ed70da67,fimi_30,21.0058249,105.84425826666666,fimi,0.0031,-1.9205,-0.4266,11.7,12.6,13.6,24.4,71.4,83.9,15394688,798,725,0,,2021-10-16 20:06:06,
78,61753e21e66c30339e6f2156,fimi_2,21.005821766666667,105.84428566666665,fimi,0.0285,5.0892,-0.4713,17.8,19.1,22.7,28.7,56.4,27.71,15379360,13382,213,0,,2021-10-24 18:06:06,
79,6175e6e1e66c30339e7204fb,fimi_29,21.00577291666667,105.84428458333332,fimi,0.084,-2.199,-0.5048,30.5,31.5,32.9,25.4,69.7,28.02,15401024,585,0,0,,2021-10-25 06:06:06,
80,61a56af7fb44687a2ccd24be,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0214,-211.398,-0.4836,24.8,25.8,29.2,25.1,57.6,82.23,15325952,49214,437,11664,,2021-11-30 07:06:06,
81,619f6016aeaacf20f4fe993e,fimi_6,21.005802366666664,105.84426648333334,fimi,0.011,-2.4659,-0.4556,9.3,10.1,13.1,24.3,59.0,84.87,15362528,1803,11,0,,2021-11-25 17:06:06,
82,6182942020be12f18c93dcdc,fimi_29,21.005829383333335,105.84424156666667,fimi,0.2325,-0.1796,-0.5037,30.4,31.3,33.1,29.5,69.1,27.42,15386720,2791,1698,0,,2021-11-03 20:51:33,
83,6165500454811a28701aca64,fimi_4,21.005694450000004,105.84380555000001,fimi,1.0865,-2.5239,-0.497,9.2,10.2,15.9,35.5,44.3,82.55,15412448,32161,5953,0,,2021-10-12 16:06:06,
84,6196ce5b7c9d9ecede2d2da1,fimi_14,21.005772450000002,105.84432098333333,fimi,0.0866,-1.4446,-0.5417,81.3,83.0,84.9,24.5,71.4,82.09,0,25,0,75,,2021-11-19 05:06:06,
85,61acc757ebbcef4cfbd52e7b,fimi_29,21.005694450000004,105.84380555000001,fimi,0.2878,2.095,-0.5037,33.9,35.5,39.4,25.8,55.8,27.07,15333312,3003,19,0,,2021-12-05 21:06:06,100.25000746250036
86,6195df4a34b40397d46a0049,fimi_2,21.005800999999998,105.84428296666668,fimi,-0.0553,-0.7367,-0.4724,16.0,17.1,21.2,26.5,52.9,27.96,15334336,22525,1066,0,,2021-11-18 12:06:06,
87,6186458120be12f18c9cf54c,fimi_30,21.00578403333333,105.84429546666667,fimi,0.0823,-2.1526,-0.4277,14.0,15.4,18.6,33.7,59.7,80.47,15353920,7593,147,0,,2021-11-06 16:06:06,
88,617513f0e66c30339e6e685b,fimi_21,21.005694450000004,105.84380555000001,fimi,0.1348,-4.4969,-0.4456,10.5,11.5,15.0,29.7,56.5,55.05,15455488,10186,137,0,,2021-10-24 15:06:06,
89,6184211a20be12f18c95dd77,fimi_4,21.005787283333333,105.84432143333333,fimi,0.766,-2.582,-0.4981,11.8,12.3,13.6,27.9,70.8,86.26,15372992,41322,5206,0,,2021-11-05 01:06:06,
90,6173a651e66c30339e680cec,fimi_27,21.00581626666667,105.84428099999998,fimi,0.028,-3.0346,-0.4288,11.7,13.0,17.5,29.1,50.3,31.05,15456064,6427,110,0,,2021-10-23 13:06:06,
91,617505e1e66c30339e6e2b43,fimi_20,21.005797183333335,105.84427801666668,fimi,0.0247,-275.692,-0.4825,17.3,18.5,23.2,31.4,49.7,83.45,15385888,2444,34,0,,2021-10-24 14:06:06,
92,61754c31e66c30339e6f5ecc,fimi_2,21.005820533333335,105.84420968333333,fimi,0.0153,3.5921,-0.4713,19.8,21.0,24.6,27.2,56.2,27.95,15379264,13622,213,0,,2021-10-24 19:06:06,
93,61a14c47b22c9e4b49e5cd4d,fimi_20,21.005828049999998,105.84428846666667,fimi,0.0252,-208.0905,-0.4825,29.6,31.2,33.8,24.8,63.3,86.76,15331264,31226,279,233,,2021-11-27 04:06:06,
94,61a1221baca89d150aa61dc4,fimi_2,21.005766299999998,105.84427236666667,fimi,-0.0027,0.0525,-0.4724,22.5,24.4,27.4,26.8,60.5,32.27,15316544,9825,87,0,,2021-11-27 01:06:06,
95,61ab217e0facef69219a1b23,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0125,-312.2606,-0.4825,12.7,14.3,21.0,33.5,37.4,83.93,15323232,74141,737,64819,,2021-12-04 15:06:06,
96,6165a46554811a28701be789,fimi_1,21.005748299999997,105.84436786666666,fimi,0.0158,42.2381,-0.4556,11.2,12.0,15.5,29.5,56.1,88.64,15401568,101746,14353,0,,2021-10-12 22:06:06,
97,6173ecc0e66c30339e694c8e,fimi_20,21.005794416666664,105.84427410000002,fimi,0.0442,-235.3864,-0.4813,19.5,20.5,24.7,28.4,52.8,86.71,15387616,7624,120,0,,2021-10-23 18:06:06,
98,61875ec120be12f18ca0d363,fimi_30,21.005782300000003,105.84427871666666,fimi,0.1086,-2.4195,-0.4288,13.3,14.6,17.7,35.5,59.9,82.13,15352192,12388,231,0,,2021-11-07 12:06:06,
99,617157b1e66c30339e5f4e7a,fimi_1,21.005831699999998,105.84428358333335,fimi,0.0414,42.8764,-0.4568,12.6,13.8,16.6,27.2,60.7,82.37,15383872,25459,1984,0,,2021-10-21 19:06:06,
100,6184838b20be12f18c9701a9,fimi_20,21.00580243333333,105.84427955000001,fimi,0.0609,-259.5721,-0.4836,21.3,23.1,25.1,29.8,67.3,87.61,15366400,48265,5427,0,,2021-11-05 08:06:06,
101,61696eb154811a287027b7fc,fimi_19,21.018987233333338,105.82815926666666,fimi,0.1426,0.0409,-0.4266,10.4,11.1,14.2,30.2,59.8,81.18,15459424,10174,442,0,10175,2021-10-15 19:06:06,
102,616f87a1e66c30339e5a0020,fimi_2,21.005799833333338,105.84432616666666,fimi,0.0003,-0.2145,-0.4735,18.3,20.0,23.1,32.4,60.5,28.04,15386240,17611,1908,0,,2021-10-20 10:06:06,
103,617d7b8120be12f18c86ce7a,fimi_6,21.00581406666667,105.84429901666665,fimi,-0.0121,-2.698,-0.4568,11.5,12.2,12.7,24.3,75.0,32.91,0,3278,136,9836,,2021-10-31 00:06:06,
104,6182b37820be12f18c93ea3e,fimi_29,21.005813566666667,105.84429413333334,fimi,0.0493,-2.5239,-0.5048,21.7,22.7,23.4,28.4,73.6,27.71,15386528,3329,1701,0,,2021-11-03 23:06:07,
105,61a25776a515430fcc12721b,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0495,-0.7599,-0.4802,27.2,28.6,32.7,27.1,53.7,86.58,15411616,124122,8460,0,,2021-11-27 23:06:06,
106,6163e26154811a287015fcf4,fimi_6,21.00581023333333,105.84427069999998,fimi,0.0343,-1.8972,-0.4568,12.2,12.7,13.3,27.2,74.5,46.44,15406336,33752,6308,0,,2021-10-11 14:06:06,
107,6184757620be12f18c96d4d1,fimi_10,21.005694450000004,105.84380555000001,fimi,-0.1063,-4.3576,-0.2859,19.8,21.5,24.0,31.2,63.4,85.11,15378400,40112,29265,0,40113,2021-11-05 07:06:06,
108,61a06b4be185cc8485e4fc77,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0084,-1.9901,-0.4802,23.7,24.6,28.0,26.9,57.6,83.77,15414688,115725,8422,0,,2021-11-26 12:06:06,
109,6198ba815d2493cc88685501,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0366,-291.4637,-0.4813,17.7,19.0,22.1,32.2,59.4,83.45,15344800,1560,20,0,,2021-11-20 16:06:06,
110,617351f2e66c30339e668dd1,fimi_25,21.005781183333337,105.84429155000001,fimi,0.0234,-3.2319,-0.5148,13.3,14.7,19.4,25.8,48.2,86.75,15368768,964,9,0,,2021-10-23 07:06:06,
111,6171ac12e66c30339e603f3f,fimi_29,21.005802916666667,105.84430653333332,fimi,0.0107,-3.0694,-0.5037,11.4,12.0,14.3,25.8,63.1,30.66,15407264,67485,6805,0,,2021-10-22 01:06:07,
112,617f83d620be12f18c8cd785,fimi_14,21.00580895,105.84432280000001,fimi,0.0006,-2.2918,-0.5417,17.9,18.8,19.2,26.9,76.1,82.36,0,897,16,2692,,2021-11-01 13:06:06,
113,61aeb3849d066a70994721e6,fimi_30,21.005797916666666,105.84435260000001,fimi,0.101,0.1453,-0.4277,39.3,41.5,45.2,23.0,55.6,85.39,0,153,0,458,,2021-12-07 08:06:07,115.25000521250026
114,616d5521e66c30339e53dd36,fimi_2,21.0057833,105.84429733333333,fimi,0.0802,8.2691,-0.4724,10.6,11.4,13.2,25.3,66.7,30.14,15389696,8016,1810,0,,2021-10-18 18:06:06,
115,616fcdf7e66c30339e5ac33c,fimi_29,21.005694450000004,105.84380555000001,fimi,0.0757,-2.8837,-0.5048,13.7,14.9,18.0,34.8,58.5,28.81,15410240,59326,6786,0,,2021-10-20 15:06:06,
116,6165884654811a28701b86ac,fimi_1,21.005821883333336,105.84430011666667,fimi,0.0307,42.4238,-0.4556,11.8,12.9,16.2,29.9,56.3,88.89,15401760,101267,14348,0,,2021-10-12 20:06:06,
117,6196dc637c9d9ecede2d5aeb,fimi_30,21.005785866666663,105.844296,fimi,0.1023,-1.0036,-0.4277,51.4,53.9,55.9,23.7,67.9,49.26,15338400,24002,1065,0,,2021-11-19 06:06:07,
118,61aa40700facef692197db7a,fimi_14,21.005773783333332,105.8443123,fimi,0.595,7.712,-0.5372,62.7,64.6,68.1,24.3,59.9,89.97,0,1343,10,4031,,2021-12-03 23:06:06,
119,617d515120be12f18c864c6d,fimi_27,21.005807116666666,105.84429586666666,fimi,0.0508,-2.2222,-0.4277,13.8,14.8,15.8,24.5,71.5,32.38,15440864,823,5,0,,2021-10-30 21:06:06,
120,61b059629d066a70994b6a3e,fimi_1,21.005694450000004,105.84380555000001,fimi,0.0381,44.1878,-0.4545,18.3,19.7,25.6,32.9,43.4,50.33,15291360,67082,706,0,,2021-12-08 14:06:06,66.45299672876055
121,61a1aeb3a515430fcc0e82c0,fimi_6,21.005840550000002,105.84424929999999,fimi,0.0021,-2.5007,-0.4556,8.9,9.9,14.0,27.1,52.2,86.05,15359008,819,0,0,,2021-11-27 11:06:07,
122,616fb1d2e66c30339e5a753f,fimi_23,21.005694450000004,105.84380555000001,fimi,0.1251,-2.9998,-0.5048,16.5,17.7,20.4,30.9,62.0,33.91,15451328,4183,50,0,,2021-10-20 13:06:07,
123,6180107620be12f18c8e5889,fimi_30,21.005801916666663,105.84426800000001,fimi,0.0736,-1.2009,-0.4277,11.7,12.5,14.3,27.4,66.8,85.48,15363584,2827,23,0,,2021-11-01 23:06:06,
124,61811ba220be12f18c9128af,fimi_25,21.005836966666667,105.84428253333333,fimi,0.1931,-0.0056,-0.5148,13.2,14.0,17.0,28.3,59.9,85.5,15347936,21005,354,850,,2021-11-02 18:06:06,
